Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 189d,36 (21-1-14 59.72%),42 (1.17),←,
10,"Ashcroft, Marcus",24y 341d,149 (51-2-96 34.90%),83 (0.56),←,
1,"Champion, Richard",28y 139d,116 (42-2-72 37.07%),34 (0.29),←,
5,"Chapman, Nathan",21y 116d,48 (15-0-33 31.25%),12 (0.25),←,
16,"Clarke, Matthew",22y 348d,66 (34-1-31 52.27%),6 (0.09),←,
26,"Corcoran, Shannon",25y 191d,28 (17-0-11 60.71%),2 (0.07),5 (2-0-3 40.00%),
14,"Dickfos, Danny",25y 336d,19 (14-1-4 76.32%),,←,
6,"Fletcher, Adrian",26y 326d,128 (61-1-66 48.05%),68 (0.53),83 (36-1-46 43.98%),48 (0.58)
8,"Gowers, Andrew",27y 142d,126 (78-1-47 62.30%),61 (0.48),37 (19-1-17 52.70%),7 (0.19)
32,"Hart, Shaun",25y 106d,99 (35-1-63 35.86%),78 (0.79),←,
41,"Kennedy, Matthew",26y 209d,110 (37-1-72 34.09%),25 (0.23),←,
44,"Lappin, Nigel",20y 71d,58 (30-1-27 52.59%),38 (0.66),←,
23,"Leppitsch, Justin",20y 335d,41 (20-1-20 50.00%),51 (1.24),←,
11,"Lynch, Alastair",28y 73d,149 (59-0-90 39.60%),249 (1.67),29 (15-0-14 51.72%),76 (2.62)
42,"Lynch, Tristan",23y 9d,18 (12-1-5 69.44%),1 (0.06),←,
2,"McAdam, Gilbert",29y 154d,110 (60-2-48 55.45%),88 (0.80),57 (30-1-26 53.51%),40 (0.70)
7,"McIvor, Scott",30y 22d,193 (71-1-121 37.05%),92 (0.48),138 (45-1-92 32.97%),77 (0.56)
24,"Merrett, Roger",36y 134d,310 (149-4-157 48.71%),429 (1.38),161 (52-2-107 32.92%),281 (1.75)
28,"Robbins, Ben",19y 248d,5 (3-0-2 60.00%),1 (0.20),←,
22,"Scott, Chris",20y 120d,52 (25-1-26 49.04%),23 (0.44),←,
3,"Voss, Michael",21y 55d,77 (36-1-40 47.40%),71 (0.92),←,
Totals,Totals,24y 348d,1938 (870-23-1045 44.89%),1454 (0.75),,
C,"Northey, John",53y 63d,278 (143-3-132 51.98%),,22 (15-1-6 70.45%),
