West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Allan, Bo",19y 138d,6 (0-0-6 0.00%),,←,
3,"Baker, Liam",27y 158d,144 (68-4-72 48.61%),55 (0.38),16 (1-0-15 6.25%),1 (0.06)
41,"Brock, Sandy",22y 202d,10 (1-0-9 10.00%),,←,
10,"Brockman, Tyler",22y 224d,49 (12-2-35 26.53%),34 (0.69),23 (3-0-20 13.04%),11 (0.48)
37,"Champion, Malakai",19y 48d,1 (0-0-1 0.00%),,←,
15,"Cripps, Jamie",33y 72d,265 (127-1-137 48.11%),327 (1.23),249 (119-1-129 47.99%),311 (1.25)
14,"Duggan, Liam",28y 205d,195 (85-0-110 43.59%),15 (0.08),←,
42,"Edwards, Harry",24y 276d,52 (9-0-43 17.31%),,←,
25,"Flynn, Matt",27y 294d,49 (11-1-37 23.47%),14 (0.29),16 (1-0-15 6.25%),4 (0.25)
7,"Ginbey, Reuben",20y 297d,56 (7-0-49 12.50%),2 (0.04),←,
17,"Graham, Jack",27y 129d,146 (76-4-66 53.42%),53 (0.36),15 (1-0-14 6.67%),2 (0.13)
29,"Hall, Clay",20y 53d,9 (2-0-7 22.22%),1 (0.11),←,
8,"Hewett, Elijah",21y 38d,28 (4-0-24 14.29%),13 (0.46),←,
19,"Hough, Brady",22y 121d,68 (9-0-59 13.24%),3 (0.04),←,
44,"Hutchinson, Jack",23y 236d,20 (1-0-19 5.00%),3 (0.15),←,
11,"Kelly, Tim",30y 343d,158 (60-0-98 37.97%),81 (0.51),110 (30-0-80 27.27%),33 (0.30)
23,"Maric, Ryan",20y 301d,45 (8-0-37 17.78%),16 (0.36),←,
45,"McCarthy, Tom",24y 357d,3 (0-0-3 0.00%),,←,
9,"Reid, Harley",20y 78d,36 (6-0-30 16.67%),19 (0.53),←,
1,"Ryan, Liam",28y 275d,119 (49-0-70 41.18%),151 (1.27),←,
35,"Shanahan, Jobe",18y 336d,2 (0-0-2 0.00%),3 (1.50),←,
32,"Williams, Bailey",25y 78d,82 (16-0-66 19.51%),27 (0.33),←,
34,"Williams, Jack",21y 215d,40 (7-0-33 17.50%),35 (0.88),←,
Totals,Totals,24y 4d,1583 (558-12-1013 35.25%),852 (0.54),,
C,"McQualter, Andrew",39y 25d,29 (8-0-21 27.59%),,16 (1-0-15 6.25%),
