Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Brown, Nathan",30y 77d,194 (83-4-107 43.81%),311 (1.60),57 (19-1-37 34.21%),105 (1.84)
3,"Deledio, Brett",21y 9d,68 (26-2-40 39.71%),47 (0.69),←,
10,"Edwards, Shane",19y 185d,19 (3-2-14 21.05%),14 (0.74),←,
41,"Foley, Nathan",22y 232d,55 (17-2-36 32.73%),12 (0.22),←,
31,"Hyde, Chris",25y 262d,86 (23-1-62 27.33%),36 (0.42),←,
17,"Johnson, Kane",30y 43d,207 (87-2-118 42.51%),72 (0.35),103 (32-2-69 32.04%),28 (0.27)
46,"King, Jake",24y 32d,25 (5-2-18 24.00%),4 (0.16),←,
16,"McGuane, Luke",21y 75d,19 (3-1-15 18.42%),,←,
13,"McMahon, Jordan",24y 336d,120 (47-4-69 40.83%),38 (0.32),6 (2-1-3 41.67%),1 (0.17)
40,"Moore, Kelvin",24y 33d,30 (4-1-25 15.00%),8 (0.27),←,
20,"Morton, Mitch",21y 90d,16 (7-1-8 46.88%),18 (1.13),4 (1-1-2 37.50%),7 (1.75)
1,"Newman, Chris",25y 345d,117 (36-2-79 31.62%),16 (0.14),←,
26,"Pattison, Adam",22y 53d,41 (15-2-24 39.02%),10 (0.24),←,
6,"Polak, Graham",23y 316d,101 (45-2-54 45.54%),21 (0.21),28 (5-2-21 21.43%),12 (0.43)
12,"Richardson, Matthew",33y 39d,262 (108-2-152 41.60%),762 (2.91),←,
8,"Riewoldt, Jack",19y 179d,11 (2-1-8 22.73%),11 (1.00),←,
25,"Schulz, Jay",23y 9d,55 (16-2-37 30.91%),50 (0.91),←,
5,"Simmonds, Troy",29y 289d,163 (75-1-87 46.32%),113 (0.69),59 (23-1-35 39.83%),47 (0.80)
30,"Tambling, Richard",21y 228d,59 (23-2-34 40.68%),46 (0.78),←,
2,"Thursfield, Will",22y 8d,28 (7-2-19 28.57%),,←,
21,"Tuck, Shane",26y 125d,75 (26-2-47 36.00%),38 (0.51),←,
35,"White, Matt",21y 12d,22 (7-2-13 36.36%),4 (0.18),←,
Totals,Totals,24y 86d,1773 (665-42-1066 37.51%),1631 (0.92),,
C,"Wallace, Terry",49y 136d,220 (105-4-111 48.64%),,72 (26-2-44 37.50%),
