Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
9,"Cripps, Patrick",23y 117d,75 (17-1-57 23.33%),31 (0.41),←,
30,"Curnow, Charlie",21y 160d,41 (7-0-34 17.07%),52 (1.27),←,
35,"Curnow, Ed",28y 248d,137 (52-2-83 38.69%),27 (0.20),←,
2,"Dow, Paddy",18y 270d,15 (1-0-14 6.67%),3 (0.20),←,
25,"Fisher, Zac",20y 28d,33 (5-0-28 15.15%),12 (0.36),←,
21,"Garlett, Jarrod",22y 71d,28 (5-0-23 17.86%),15 (0.54),11 (1-0-10 9.09%),5 (0.45)
14,"Jones, Liam",27y 139d,111 (37-0-74 33.33%),84 (0.76),45 (10-0-35 22.22%),16 (0.36)
7,"Kennedy, Matthew",21y 98d,28 (11-2-15 42.86%),9 (0.32),9 (0-0-9 0.00%),2 (0.22)
8,"Kreuzer, Matthew",29y 61d,173 (72-0-101 41.62%),89 (0.51),←,
13,"Lamb, Jed",25y 267d,61 (19-0-42 31.15%),42 (0.69),39 (10-0-29 25.64%),25 (0.64)
22,"Marchbank, Caleb",21y 218d,29 (7-0-22 24.14%),,22 (5-0-17 22.73%),
10,"McKay, Harry",20y 201d,9 (1-0-8 11.11%),15 (1.67),←,
3,"Murphy, Marc",30y 359d,243 (98-1-144 40.53%),171 (0.70),←,
4,"OBrien, Lochie",18y 298d,12 (1-0-11 8.33%),1 (0.08),←,
5,"Petrevski-Seton, Sam",20y 144d,36 (6-0-30 16.67%),15 (0.42),←,
33,"Pickett, Jarrod",21y 329d,13 (2-0-11 15.38%),8 (0.62),←,
29,"Polson, Cameron",20y 124d,7 (0-0-7 0.00%),,←,
17,"Rowe, Sam",30y 236d,94 (27-1-66 29.26%),17 (0.18),←,
37,"Shaw, Matt",26y 158d,103 (26-1-76 25.73%),33 (0.32),1 (0-0-1 0.00%),
1,"Silvagni, Jack",20y 208d,38 (5-0-33 13.16%),30 (0.79),←,
6,"Simpson, Kade",34y 69d,301 (109-3-189 36.71%),132 (0.44),←,
39,"Thomas, Dale",31y 22d,233 (123-2-108 53.22%),151 (0.65),76 (20-0-56 26.32%),30 (0.39)
Totals,Totals,24y 124d,1820 (631-13-1176 34.67%),937 (0.51),,
C,"Bolton, Brendon",39y 86d,65 (19-0-46 29.23%),,60 (14-0-46 23.33%),
