St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",21y 320d,29 (7-0-22 24.14%),3 (0.10),←,
22,"Begley, James",21y 259d,24 (4-1-19 18.75%),3 (0.13),←,
6,"Black, Heath",22y 314d,71 (19-0-52 26.76%),36 (0.51),2 (1-0-1 50.00%),1 (0.50)
27,"Blake, Jason",21y 23d,27 (6-0-21 22.22%),6 (0.22),←,
3,"Burke, Nathan",32y 60d,304 (128-3-173 42.60%),118 (0.39),←,
18,"Cripps, Jason",25y 175d,42 (24-0-18 57.14%),8 (0.19),←,
19,"Davis, Chad",21y 310d,24 (5-1-18 22.92%),12 (0.50),←,
2,"Hamill, Aaron",24y 230d,116 (54-0-62 46.55%),145 (1.25),24 (5-0-19 20.83%),31 (1.29)
35,"Harvey, Robert",30y 229d,247 (117-3-127 47.98%),146 (0.59),←,
7,"Hayes, Lenny",22y 83d,53 (14-1-38 27.36%),22 (0.42),←,
8,"Hudghton, Max",25y 217d,104 (41-1-62 39.90%),8 (0.08),←,
5,"Jones, Austinn",25y 191d,143 (58-1-84 40.91%),106 (0.74),←,
33,"Knobel, Trent",21y 319d,15 (10-0-5 66.67%),,2 (1-0-1 50.00%),
24,"Koschitzke, Justin",19y 199d,22 (4-0-18 18.18%),3 (0.14),←,
15,"Lawrence, Steven",25y 323d,88 (41-2-45 47.73%),45 (0.51),7 (1-0-6 14.29%),2 (0.29)
23,"Loewe, Stewart",33y 319d,306 (131-2-173 43.14%),582 (1.90),←,
44,"Milne, Stephen",22y 30d,19 (4-0-15 21.05%),31 (1.63),←,
1,"Peckett, Justin",29y 184d,172 (71-1-100 41.57%),23 (0.13),←,
12,"Riewoldt, Nick",19y 172d,8 (2-0-6 25.00%),3 (0.38),←,
40,"Schwarze, Troy",20y 105d,9 (2-0-7 22.22%),1 (0.11),←,
4,"Thompson, Andrew",29y 168d,111 (45-1-65 40.99%),68 (0.61),←,
13,"Voss, Brett",24y 44d,56 (24-1-31 43.75%),22 (0.39),21 (5-0-16 23.81%),11 (0.52)
Totals,Totals,24y 227d,1990 (811-18-1161 40.75%),1391 (0.70),,
C,"Thomas, Grant",44y 52d,9 (2-0-7 22.22%),,←,
