Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 203d,38 (23-1-14 61.84%),44 (1.16),←,
10,"Ashcroft, Marcus",24y 355d,151 (53-2-96 35.76%),84 (0.56),←,
1,"Champion, Richard",28y 153d,118 (44-2-72 38.14%),35 (0.30),←,
16,"Clarke, Matthew",22y 362d,68 (36-1-31 53.68%),6 (0.09),←,
14,"Dickfos, Danny",25y 350d,21 (16-1-4 78.57%),,←,
6,"Fletcher, Adrian",26y 340d,130 (63-1-66 48.85%),68 (0.52),85 (38-1-46 45.29%),48 (0.56)
8,"Gowers, Andrew",27y 156d,128 (80-1-47 62.89%),61 (0.48),39 (21-1-17 55.13%),7 (0.18)
32,"Hart, Shaun",25y 120d,101 (37-1-63 37.13%),80 (0.79),←,
41,"Kennedy, Matthew",26y 223d,112 (39-1-72 35.27%),25 (0.22),←,
18,"Lambert, Craig",27y 345d,171 (57-1-113 33.63%),71 (0.42),48 (24-1-23 51.04%),18 (0.38)
44,"Lappin, Nigel",20y 85d,60 (32-1-27 54.17%),39 (0.65),←,
23,"Leppitsch, Justin",20y 349d,43 (22-1-20 52.33%),57 (1.33),←,
11,"Lynch, Alastair",28y 87d,151 (61-0-90 40.40%),260 (1.72),31 (17-0-14 54.84%),87 (2.81)
42,"Lynch, Tristan",23y 23d,20 (14-1-5 72.50%),1 (0.05),←,
19,"McLean, Michael",31y 195d,181 (75-2-104 41.99%),40 (0.22),86 (28-0-58 32.56%),17 (0.20)
4,"McRae, Craig",22y 358d,38 (21-0-17 55.26%),56 (1.47),←,
24,"Merrett, Roger",36y 148d,312 (151-4-157 49.04%),433 (1.39),163 (54-2-107 33.74%),285 (1.75)
22,"Scott, Chris",20y 134d,54 (27-1-26 50.93%),23 (0.43),←,
38,"Scott, Dion",26y 166d,54 (27-0-27 50.00%),39 (0.72),48 (26-0-22 54.17%),39 (0.81)
3,"Voss, Michael",21y 69d,79 (38-1-40 48.73%),72 (0.91),←,
33,"White, Darryl",23y 94d,89 (39-2-48 44.94%),105 (1.18),←,
Totals,Totals,25y 101d,2119 (955-25-1139 45.07%),1599 (0.75),,
C,"Northey, John",53y 77d,280 (145-3-132 52.32%),,24 (17-1-6 72.92%),
