Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 151d,68 (16-1-51 24.26%),48 (0.71),←,
2,"Atkins, Rory",26y 364d,105 (64-1-40 61.43%),49 (0.47),4 (2-0-2 50.00%),2 (0.50)
10,"Ballard, Charlie",21y 353d,63 (15-1-47 24.60%),1 (0.02),←,
3,"Bowes, Jack",23y 166d,73 (18-1-54 25.34%),14 (0.19),←,
29,"Burgess, Chris",25y 227d,27 (8-0-19 29.63%),13 (0.48),←,
25,"Collins, Sam",27y 26d,53 (17-1-35 33.02%),,39 (14-1-24 37.18%),
12,"Day, Sam",28y 308d,143 (40-2-101 28.67%),100 (0.70),←,
4,"Ellis, Brandon",27y 342d,208 (119-2-87 57.69%),67 (0.32),32 (10-1-21 32.81%),9 (0.28)
8,"Fiorini, Brayden",23y 323d,56 (12-1-43 22.32%),18 (0.32),←,
26,"Flanders, Sam",19y 352d,18 (6-1-11 36.11%),5 (0.28),←,
1,"Greenwood, Hugh",29y 127d,83 (40-2-41 49.40%),45 (0.54),32 (10-1-21 32.81%),9 (0.28)
39,"Holman, Nick",26y 43d,70 (18-0-52 25.71%),30 (0.43),61 (17-0-44 27.87%),30 (0.49)
34,"King, Ben",21y 4d,47 (11-1-35 24.47%),80 (1.70),←,
23,"Lemmens, Sean",26y 251d,108 (29-2-77 27.78%),25 (0.23),←,
13,"Lukosius, Jack",20y 336d,54 (14-1-39 26.85%),9 (0.17),←,
17,"Markov, Oleg",25y 64d,39 (18-0-21 46.15%),4 (0.10),16 (6-0-10 37.50%),1 (0.06)
11,"Miller, Touk",25y 139d,132 (31-2-99 24.24%),37 (0.28),←,
27,"Powell, Wil",21y 319d,51 (15-1-35 30.39%),11 (0.22),←,
22,"Rankine, Izak",21y 79d,28 (8-1-19 30.36%),28 (1.00),←,
18,"Rowell, Matt",20y 10d,11 (5-0-6 45.45%),7 (0.64),←,
6,"Sexton, Alex",27y 220d,148 (39-0-109 26.35%),143 (0.97),←,
37,"Sharp, Jeremy",19y 332d,5 (2-0-3 40.00%),1 (0.20),←,
24,"Swallow, David",28y 234d,169 (44-1-124 26.33%),78 (0.46),←,
Totals,Totals,24y 176d,1759 (589-22-1148 33.48%),813 (0.46),,
C,"Dew, Stuart",41y 327d,77 (18-1-58 24.03%),,←,
