Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
29,"Bowes, Jack",20y 183d,23 (5-0-18 21.74%),5 (0.22),←,
41,"Brodie, Will",19y 339d,9 (2-0-7 22.22%),1 (0.11),←,
8,"Fiorini, Brayden",20y 340d,22 (6-0-16 27.27%),10 (0.45),←,
5,"Harbrow, Jarrod",30y 10d,220 (81-2-137 37.27%),54 (0.25),150 (41-1-108 27.67%),33 (0.22)
40,"Heron, Jacob",18y 230d,5 (1-0-4 20.00%),2 (0.40),←,
39,"Holman, Nick",23y 60d,27 (5-0-22 18.52%),11 (0.41),18 (4-0-14 22.22%),11 (0.61)
38,"Joyce, Jesse",20y 345d,44 (12-0-32 27.27%),1 (0.02),←,
10,"Kolodjashnij, Kade",22y 353d,76 (24-1-51 32.24%),13 (0.17),←,
23,"Lemmens, Sean",23y 268d,76 (22-1-53 29.61%),17 (0.22),←,
7,"Lonergan, Jesse",23y 256d,59 (16-1-42 27.97%),7 (0.12),←,
25,"Lyons, Jarryd",26y 6d,89 (44-0-45 49.44%),47 (0.53),34 (10-0-24 29.41%),15 (0.44)
17,"May, Steven",26y 199d,120 (38-1-81 32.08%),21 (0.17),←,
11,"Miller, Touk",22y 156d,78 (17-1-60 22.44%),24 (0.31),←,
27,"Powell, Wil",18y 336d,5 (1-0-4 20.00%),2 (0.40),←,
35,"Rischitelli, Michael",32y 201d,232 (80-3-149 35.13%),88 (0.38),121 (31-0-90 25.62%),41 (0.34)
6,"Sexton, Alex",24y 237d,93 (25-0-68 26.88%),60 (0.65),←,
24,"Swallow, David",25y 251d,114 (31-0-83 27.19%),54 (0.47),←,
16,"Thompson, Rory",27y 138d,103 (30-1-72 29.61%),7 (0.07),←,
14,"Weller, Lachie",22y 155d,65 (18-0-47 27.69%),20 (0.31),18 (4-0-14 22.22%),3 (0.17)
28,"Witts, Jarrod",25y 318d,76 (28-0-48 36.84%),22 (0.29),36 (10-0-26 27.78%),4 (0.11)
30,"Wright, Peter",21y 323d,48 (10-0-38 20.83%),64 (1.33),←,
15,"Young, Aaron",25y 234d,94 (42-1-51 45.21%),80 (0.85),18 (4-0-14 22.22%),18 (1.00)
Totals,Totals,23y 307d,1678 (538-12-1128 32.06%),610 (0.36),,
C,"Dew, Stuart",38y 344d,18 (4-0-14 22.22%),,←,
