Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",20y 140d,27 (5-0-22 18.52%),19 (0.70),←,
31,"Ballard, Charlie",18y 342d,8 (0-0-8 0.00%),1 (0.13),←,
32,"Crossley, Brayden",18y 318d,4 (0-0-4 0.00%),2 (0.50),←,
45,"Dawson, Jacob",18y 239d,2 (0-0-2 0.00%),1 (0.50),←,
5,"Harbrow, Jarrod",29y 347d,216 (80-2-134 37.50%),54 (0.25),146 (40-1-105 27.74%),33 (0.23)
39,"Holman, Nick",23y 32d,23 (4-0-19 17.39%),6 (0.26),14 (3-0-11 21.43%),6 (0.43)
38,"Joyce, Jesse",20y 317d,40 (11-0-29 27.50%),1 (0.03),←,
23,"Lemmens, Sean",23y 240d,72 (21-1-50 29.86%),17 (0.24),←,
25,"Lyons, Jarryd",25y 343d,85 (43-0-42 50.59%),47 (0.55),30 (9-0-21 30.00%),15 (0.50)
4,"Martin, Jack",23y 152d,79 (22-1-56 28.48%),72 (0.91),←,
17,"May, Steven",26y 171d,116 (37-1-78 32.33%),20 (0.17),←,
11,"Miller, Touk",22y 128d,74 (16-1-57 22.30%),22 (0.30),←,
27,"Powell, Wil",18y 308d,1 (0-0-1 0.00%),1 (1.00),←,
35,"Rischitelli, Michael",32y 173d,228 (79-3-146 35.31%),88 (0.39),117 (30-0-87 25.64%),41 (0.35)
36,"Schoenfeld, Josh",20y 362d,11 (1-0-10 9.09%),4 (0.36),←,
6,"Sexton, Alex",24y 209d,89 (24-0-65 26.97%),55 (0.62),←,
24,"Swallow, David",25y 223d,111 (31-0-80 27.93%),54 (0.49),←,
16,"Thompson, Rory",27y 110d,99 (29-1-69 29.80%),7 (0.07),←,
14,"Weller, Lachie",22y 127d,61 (17-0-44 27.87%),18 (0.30),14 (3-0-11 21.43%),1 (0.07)
28,"Witts, Jarrod",25y 290d,72 (27-0-45 37.50%),21 (0.29),32 (9-0-23 28.13%),3 (0.09)
30,"Wright, Peter",21y 295d,44 (9-0-35 20.45%),61 (1.39),←,
15,"Young, Aaron",25y 206d,90 (41-1-48 46.11%),73 (0.81),14 (3-0-11 21.43%),11 (0.79)
Totals,Totals,23y 197d,1552 (497-11-1044 32.02%),644 (0.41),,
C,"Dew, Stuart",38y 316d,14 (3-0-11 21.43%),,←,
