Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
36,"Broughton, Greg",28y 341d,110 (45-0-65 40.91%),19 (0.17),42 (16-0-26 38.10%),4 (0.10)
12,"Day, Sam",22y 364d,78 (23-1-54 30.13%),51 (0.65),←,
23,"Dixon, Charlie",24y 347d,65 (19-1-45 30.00%),94 (1.45),←,
41,"Garlett, Jarrod",19y 125d,9 (2-0-7 22.22%),4 (0.44),←,
33,"Hall, Aaron",24y 300d,61 (22-1-38 36.89%),55 (0.90),←,
28,"Kolodjashnij, Kade",20y 27d,40 (11-1-28 28.75%),10 (0.25),←,
40,"Lemmens, Sean",20y 307d,36 (12-1-23 34.72%),6 (0.17),←,
37,"Lonergan, Jesse",20y 295d,31 (8-1-22 27.42%),3 (0.10),←,
19,"Lynch, Tom",22y 309d,80 (22-1-57 28.13%),124 (1.55),←,
7,"Malceski, Nick",31y 21d,192 (119-3-70 62.76%),70 (0.36),16 (3-1-12 21.88%),3 (0.19)
4,"Martin, Jack",20y 219d,23 (7-1-15 32.61%),21 (0.91),←,
32,"Matera, Brandon",23y 178d,74 (21-1-52 29.05%),78 (1.05),←,
17,"May, Steven",23y 238d,71 (22-1-48 31.69%),15 (0.21),←,
18,"McKenzie, Trent",23y 155d,92 (26-0-66 28.26%),22 (0.24),←,
44,"Miller, Touk",19y 195d,22 (4-1-17 20.45%),7 (0.32),←,
35,"Rischitelli, Michael",29y 240d,199 (71-3-125 36.43%),85 (0.43),88 (22-0-66 25.00%),38 (0.43)
8,"Russell, Luke",23y 224d,70 (17-1-52 25.00%),29 (0.41),←,
20,"Schade, Henry",21y 332d,15 (4-1-10 30.00%),,←,
26,"Shaw, Matt",23y 212d,87 (23-1-63 27.01%),31 (0.36),←,
2,"Smith, Zac",25y 195d,65 (13-0-52 20.00%),31 (0.48),←,
25,"Stanley, Danny",27y 199d,88 (25-0-63 28.41%),39 (0.44),83 (24-0-59 28.92%),39 (0.47)
16,"Thompson, Rory",24y 177d,65 (18-1-46 28.46%),7 (0.11),←,
Totals,Totals,23y 294d,1573 (534-21-1018 33.95%),801 (0.51),,
C,"Eade, Rodney",57y 154d,336 (173-5-158 52.23%),,22 (4-1-17 20.45%),
