Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 138d,147 (52-1-94 35.71%),125 (0.85),←,
15,"Anderson, Noah",24y 131d,118 (48-1-69 41.10%),46 (0.39),←,
1,"Andrew, Mac",21y 206d,54 (25-0-29 46.30%),10 (0.19),←,
35,"Budarick, Connor",24y 83d,44 (21-1-22 48.86%),2 (0.05),←,
33,"Clohesy, Sam",22y 198d,31 (17-0-14 54.84%),9 (0.29),←,
25,"Collins, Sam",31y 13d,141 (57-1-83 40.78%),,127 (54-1-72 42.91%),
8,"Fiorini, Brayden",27y 310d,112 (35-1-76 31.70%),34 (0.30),←,
3,"Flanders, Sam",23y 339d,79 (32-1-46 41.14%),35 (0.44),←,
19,"Humphrey, Bailey",20y 290d,54 (28-0-26 51.85%),37 (0.69),←,
40,"Jeffrey, Joel",23y 108d,42 (22-0-20 52.38%),19 (0.45),←,
34,"King, Ben",24y 356d,109 (41-1-67 38.07%),222 (2.04),←,
22,"Long, Ben",27y 311d,124 (55-1-68 44.76%),84 (0.68),45 (23-0-22 51.11%),53 (1.18)
11,"Miller, Touk",29y 126d,205 (64-2-139 31.71%),70 (0.34),←,
2,"Noble, John",28y 95d,126 (75-3-48 60.71%),11 (0.09),14 (9-0-5 64.29%),3 (0.21)
27,"Powell, Wil",25y 306d,119 (49-1-69 41.60%),15 (0.13),←,
20,"Read, Ethan",19y 356d,14 (8-0-6 57.14%),10 (0.71),←,
17,"Rioli, Daniel",28y 73d,197 (107-4-86 55.33%),115 (0.58),14 (9-0-5 64.29%),6 (0.43)
18,"Rowell, Matt",23y 362d,99 (45-0-54 45.45%),29 (0.29),←,
6,"Sexton, Alex",31y 207d,183 (54-0-129 29.51%),164 (0.90),←,
32,"Uwland, Bodhi",21y 338d,38 (20-0-18 52.63%),1 (0.03),←,
4,"Walter, Jed",20y 20d,27 (14-0-13 51.85%),27 (1.00),←,
14,"Weller, Lachie",29y 125d,151 (47-1-103 31.46%),50 (0.33),104 (33-1-70 32.21%),33 (0.32)
28,"Witts, Jarrod",32y 288d,195 (73-1-121 37.69%),43 (0.22),155 (55-1-99 35.81%),25 (0.16)
Totals,Totals,25y 255d,2409 (989-20-1400 41.05%),1158 (0.48),,
C,"Hardwick, Damien",52y 314d,344 (190-6-148 56.10%),,37 (20-0-17 54.05%),
