Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",24y 40d,106 (41-1-64 39.15%),43 (0.41),←,
1,"Andrew, Mac",21y 115d,42 (18-0-24 42.86%),9 (0.21),←,
35,"Budarick, Connor",23y 357d,38 (18-1-19 48.68%),1 (0.03),←,
33,"Clohesy, Sam",22y 107d,22 (11-0-11 50.00%),6 (0.27),←,
25,"Collins, Sam",30y 287d,129 (50-1-78 39.15%),,115 (47-1-67 41.30%),
3,"Flanders, Sam",23y 248d,67 (25-1-41 38.06%),26 (0.39),←,
26,"Graham, Will",19y 245d,19 (9-0-10 47.37%),11 (0.58),←,
7,"Holman, Nick",29y 304d,133 (47-0-86 35.34%),72 (0.54),124 (46-0-78 37.10%),72 (0.58)
19,"Humphrey, Bailey",20y 199d,42 (21-0-21 50.00%),26 (0.62),←,
40,"Jeffrey, Joel",23y 17d,30 (15-0-15 50.00%),16 (0.53),←,
34,"King, Ben",24y 265d,97 (34-1-62 35.57%),194 (2.00),←,
22,"Long, Ben",27y 220d,113 (48-1-64 42.92%),62 (0.55),34 (16-0-18 47.06%),31 (0.91)
11,"Miller, Touk",29y 35d,193 (57-2-134 30.05%),60 (0.31),←,
2,"Noble, John",28y 4d,114 (68-3-43 60.96%),9 (0.08),2 (2-0-0 100.00%),1 (0.50)
27,"Powell, Wil",25y 215d,107 (42-1-64 39.72%),15 (0.14),←,
20,"Read, Ethan",19y 265d,6 (3-0-3 50.00%),6 (1.00),←,
17,"Rioli, Daniel",27y 347d,185 (100-4-81 55.14%),111 (0.60),2 (2-0-0 100.00%),2 (1.00)
29,"Rogers, Jake",20y 27d,11 (6-0-5 54.55%),5 (0.45),←,
18,"Rowell, Matt",23y 271d,87 (38-0-49 43.68%),25 (0.29),←,
32,"Uwland, Bodhi",21y 247d,26 (13-0-13 50.00%),,←,
4,"Walter, Jed",19y 294d,15 (7-0-8 46.67%),12 (0.80),←,
14,"Weller, Lachie",29y 34d,144 (43-1-100 30.21%),48 (0.33),97 (29-1-67 30.41%),31 (0.32)
28,"Witts, Jarrod",32y 197d,183 (66-1-116 36.34%),42 (0.23),143 (48-1-94 33.92%),24 (0.17)
Totals,Totals,24y 268d,1909 (780-18-1111 40.86%),799 (0.42),,
C,"Hardwick, Damien",52y 223d,332 (183-6-143 56.02%),,25 (13-0-12 52.00%),
