Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",23y 247d,115 (39-2-74 34.78%),161 (1.40),←,
18,"Bower, Paul",22y 203d,52 (18-0-34 34.62%),2 (0.04),←,
44,"Carrazzo, Andrew",26y 228d,117 (41-2-74 35.90%),34 (0.29),←,
46,"Ellard, David",21y 140d,3 (2-0-1 66.67%),1 (0.33),←,
14,"Fisher, Brad",26y 113d,99 (32-1-66 32.83%),127 (1.28),←,
38,"Garlett, Jeff",20y 362d,25 (15-0-10 60.00%),36 (1.44),←,
4,"Gibbs, Bryce",21y 138d,84 (35-0-49 41.67%),40 (0.48),←,
16,"Grigg, Shaun",22y 103d,39 (16-0-23 41.03%),8 (0.21),←,
22,"Hampson, Shaun",22y 132d,32 (15-0-17 46.88%),10 (0.31),←,
23,"Henderson, Lachie",20y 229d,29 (14-0-15 48.28%),18 (0.62),14 (6-0-8 42.86%),15 (1.07)
40,"Jamison, Michael",24y 50d,52 (24-0-28 46.15%),,←,
9,"Johnson, Chris",24y 187d,46 (18-0-28 39.13%),4 (0.09),15 (9-0-6 60.00%),2 (0.13)
45,"Joseph, Aaron",21y 27d,41 (22-0-19 53.66%),4 (0.10),←,
5,"Judd, Chris",26y 326d,193 (114-2-77 59.59%),176 (0.91),59 (30-0-29 50.85%),38 (0.64)
3,"Murphy, Marc",23y 12d,97 (38-0-59 39.18%),77 (0.79),←,
2,"Russell, Jordan",23y 267d,88 (35-1-52 40.34%),14 (0.16),←,
29,"Scotland, Heath",30y 10d,194 (73-1-120 37.89%),64 (0.33),141 (50-1-90 35.82%),52 (0.37)
6,"Simpson, Kade",26y 87d,128 (46-1-81 36.33%),75 (0.59),←,
30,"Waite, Jarrad",27y 177d,126 (38-2-86 30.95%),137 (1.09),←,
1,"Walker, Andrew",24y 74d,101 (30-2-69 30.69%),34 (0.34),←,
11,"Warnock, Robert",23y 193d,28 (14-0-14 50.00%),4 (0.14),7 (4-0-3 57.14%),
13,"Yarran, Chris",19y 224d,21 (9-0-12 42.86%),23 (1.10),←,
Totals,Totals,23y 277d,1710 (688-14-1008 40.23%),1049 (0.61),,
C,"Ratten, Brett",39y 20d,69 (32-0-37 46.38%),,←,
