Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 87d,64 (14-1-49 22.66%),45 (0.70),←,
15,"Anderson, Noah",20y 80d,25 (8-1-16 34.00%),4 (0.16),←,
10,"Ballard, Charlie",21y 289d,55 (12-1-42 22.73%),1 (0.02),←,
3,"Bowes, Jack",23y 102d,67 (16-1-50 24.63%),13 (0.19),←,
29,"Burgess, Chris",25y 163d,20 (5-0-15 25.00%),8 (0.40),←,
25,"Collins, Sam",26y 327d,48 (14-1-33 30.21%),,34 (11-1-22 33.82%),
19,"Corbett, Josh",25y 15d,20 (3-1-16 17.50%),16 (0.80),←,
4,"Ellis, Brandon",27y 278d,200 (116-2-82 58.50%),66 (0.33),24 (7-1-16 31.25%),8 (0.33)
50,"Farrar, Jy",24y 152d,5 (2-0-3 40.00%),1 (0.20),←,
26,"Flanders, Sam",19y 288d,10 (3-1-6 35.00%),2 (0.20),←,
46,"Graham, Caleb",20y 238d,15 (3-0-12 20.00%),,←,
1,"Greenwood, Hugh",29y 63d,76 (38-2-36 51.32%),42 (0.55),25 (8-1-16 34.00%),6 (0.24)
39,"Holman, Nick",25y 344d,63 (15-0-48 23.81%),28 (0.44),54 (14-0-40 25.93%),28 (0.52)
34,"King, Ben",20y 305d,39 (8-1-30 21.79%),65 (1.67),←,
23,"Lemmens, Sean",26y 187d,100 (26-2-72 27.00%),25 (0.25),←,
13,"Lukosius, Jack",20y 272d,46 (11-1-34 25.00%),8 (0.17),←,
17,"Markov, Oleg",25y,31 (15-0-16 48.39%),4 (0.13),8 (3-0-5 37.50%),1 (0.13)
11,"Miller, Touk",25y 75d,125 (28-2-95 23.20%),32 (0.26),←,
27,"Powell, Wil",21y 255d,43 (12-1-30 29.07%),11 (0.26),←,
22,"Rankine, Izak",21y 15d,20 (5-1-14 27.50%),21 (1.05),←,
6,"Sexton, Alex",27y 156d,141 (36-0-105 25.53%),135 (0.96),←,
24,"Swallow, David",28y 170d,162 (41-1-120 25.62%),76 (0.47),←,
14,"Weller, Lachie",25y 74d,111 (28-1-82 25.68%),41 (0.37),64 (14-1-49 22.66%),24 (0.38)
Totals,Totals,24y 60d,1486 (459-21-1006 30.89%),644 (0.43),,
C,"Dew, Stuart",41y 263d,69 (15-1-53 22.46%),,←,
