Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",23y 29d,31 (12-2-17 41.94%),7 (0.23),←,
25,"Chaplin, Troy",28y 32d,164 (71-1-92 43.60%),11 (0.07),24 (16-0-8 66.67%),1 (0.04)
30,"Conca, Reece",21y 227d,54 (27-1-26 50.93%),17 (0.31),←,
9,"Cotchin, Trent",23y 354d,110 (51-2-57 47.27%),63 (0.57),←,
3,"Deledio, Brett",26y 343d,197 (80-5-112 41.88%),128 (0.65),←,
10,"Edwards, Shane",25y 153d,131 (50-5-76 40.08%),81 (0.62),←,
5,"Ellis, Brandon",20y 236d,44 (24-1-19 55.68%),18 (0.41),←,
41,"Foley, Nathan",28y 200d,138 (54-3-81 40.22%),40 (0.29),←,
24,"Griffiths, Ben",22y 191d,21 (13-0-8 61.90%),6 (0.29),←,
6,"Grigg, Shaun",25y 342d,111 (52-2-57 47.75%),49 (0.44),68 (34-2-32 51.47%),39 (0.57)
2,"Grimes, Dylan",22y 254d,27 (12-0-15 44.44%),,←,
16,"Hampson, Shaun",26y 6d,65 (35-1-29 54.62%),32 (0.49),2 (1-0-1 50.00%),
14,"Houli, Bachar",25y 319d,93 (43-3-47 47.85%),23 (0.25),67 (33-2-32 50.75%),14 (0.21)
28,"King, Jake",30y 1d,106 (43-4-59 42.45%),78 (0.74),←,
4,"Martin, Dustin",22y 274d,88 (39-2-47 45.45%),93 (1.06),←,
38,"Morris, Steven",25y 86d,45 (25-1-19 56.67%),6 (0.13),←,
1,"Newman, Chris",31y 313d,235 (84-5-146 36.81%),40 (0.17),←,
13,"Petterd, Ricky",25y 246d,68 (21-1-46 31.62%),60 (0.88),14 (7-0-7 50.00%),5 (0.36)
8,"Riewoldt, Jack",25y 147d,136 (55-4-77 41.91%),322 (2.37),←,
19,"Thomas, Matt",27y 28d,89 (28-1-60 32.02%),30 (0.34),2 (1-0-1 50.00%),
29,"Vickery, Ty",23y 300d,77 (33-2-42 44.16%),84 (1.09),←,
31,"Vlastuin, Nick",19y 342d,20 (12-0-8 60.00%),10 (0.50),←,
Totals,Totals,25y 52d,2050 (864-46-1140 42.15%),1198 (0.58),,
C,"Hardwick, Damien",41y 221d,91 (40-2-49 45.05%),,←,
