Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 252d,200 (77-2-121 39.00%),47 (0.23),←,
4,"Aish, James",19y 259d,32 (8-0-24 25.00%),8 (0.25),←,
31,"Andrews, Harris",18y 226d,13 (2-0-11 15.38%),4 (0.31),←,
48,"Beasley, Hugh",19y 255d,5 (0-0-5 0.00%),,←,
8,"Bewick, Rohan",25y 288d,75 (26-0-49 34.67%),56 (0.75),←,
3,"Christensen, Allen",24y 67d,81 (51-0-30 62.96%),68 (0.84),16 (2-0-14 12.50%),12 (0.75)
42,"Clarke, Justin",21y 249d,52 (16-0-36 30.77%),1 (0.02),←,
24,"Dawson, Liam",19y 183d,4 (0-0-4 0.00%),1 (0.25),←,
23,"Leuenberger, Matthew",27y 48d,107 (35-1-71 33.18%),27 (0.25),←,
12,"Martin, Stefan",28y 250d,88 (22-1-65 25.57%),32 (0.36),31 (8-0-23 25.81%),9 (0.29)
32,"Mayes, Sam",21y 66d,47 (17-0-30 36.17%),23 (0.49),←,
25,"McStay, Daniel",20y 31d,23 (6-0-17 26.09%),21 (0.91),←,
21,"Merrett, Daniel",30y 225d,175 (74-3-98 43.14%),69 (0.39),←,
22,"Paparone, Marco",20y 325d,39 (9-0-30 23.08%),13 (0.33),←,
30,"Redden, Jack",24y 228d,125 (43-1-81 34.80%),51 (0.41),←,
10,"Rich, Daniel",25y 48d,117 (42-1-74 36.32%),76 (0.65),←,
18,"Robertson, Nick",20y 52d,19 (3-0-16 15.79%),4 (0.21),←,
5,"Robinson, Mitch",26y 48d,115 (53-1-61 46.52%),65 (0.57),15 (2-0-13 13.33%),7 (0.47)
38,"Rockliff, Tom",25y 153d,111 (37-0-74 33.33%),53 (0.48),←,
14,"Staker, Brent",31y 63d,160 (80-1-79 50.31%),119 (0.74),50 (16-0-34 32.00%),35 (0.70)
28,"Taylor, Lewis",20y 158d,38 (9-0-29 23.68%),21 (0.55),←,
15,"Zorko, Dayne",26y 166d,75 (27-0-48 36.00%),74 (0.99),←,
Totals,Totals,23y 348d,1701 (637-11-1053 37.45%),833 (0.49),,
C,"Leppitsch, Justin",39y 297d,38 (9-0-29 23.68%),,←,
