Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",25y 37d,130 (54-1-75 41.92%),74 (0.57),←,
5,"Broadbent, Matthew",23y 37d,78 (27-1-50 35.26%),36 (0.46),←,
27,"Carlile, Alipate",26y 130d,132 (53-1-78 40.53%),5 (0.04),←,
25,"Cassisi, Domenic",30y 350d,214 (106-2-106 50.00%),73 (0.34),←,
30,"Colquhoun, Sam",18y 261d,9 (4-0-5 44.44%),2 (0.22),←,
18,"Cornes, Kane",30y 245d,267 (133-2-132 50.19%),91 (0.34),←,
7,"Ebert, Brad",23y 158d,121 (46-1-74 38.43%),62 (0.51),45 (18-1-26 41.11%),29 (0.64)
9,"Gray, Robbie",25y 161d,89 (35-0-54 39.33%),118 (1.33),←,
8,"Hartlett, Hamish",23y 24d,67 (25-1-41 38.06%),34 (0.51),←,
42,"Jonas, Tom",22y 241d,33 (13-1-19 40.91%),,←,
23,"Lobbe, Matthew",24y 207d,42 (17-0-25 40.48%),9 (0.21),←,
44,"Logan, Tom",28y 67d,113 (36-1-76 32.30%),26 (0.23),110 (36-1-73 33.18%),26 (0.24)
6,"Monfries, Angus",26y 231d,173 (71-3-99 41.91%),203 (1.17),23 (13-0-10 56.52%),38 (1.65)
26,"Moore, Andrew",22y 100d,40 (17-0-23 42.50%),14 (0.35),←,
13,"OShea, Cameron",21y 178d,45 (17-0-28 37.78%),7 (0.16),←,
29,"Pittard, Jasper",22y 159d,30 (14-0-16 46.67%),5 (0.17),←,
28,"Schulz, Jay",28y 142d,141 (52-3-86 37.94%),211 (1.50),70 (28-1-41 40.71%),153 (2.19)
12,"Trengove, Jackson",22y 309d,77 (25-1-51 33.12%),7 (0.09),←,
39,"Westhoff, Justin",26y 341d,133 (54-1-78 40.98%),172 (1.29),←,
16,"Wines, Ollie",18y 335d,23 (13-0-10 56.52%),8 (0.35),←,
20,"Wingard, Chad",20y 40d,42 (18-1-23 44.05%),52 (1.24),←,
40,"Young, Aaron",20y 275d,16 (3-1-12 21.88%),7 (0.44),←,
Totals,Totals,24y 83d,2015 (833-21-1161 41.34%),1216 (0.60),,
C,"Hinkley, Ken",46y 342d,22 (13-0-9 59.09%),,←,
