Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y 49d,287 (152-2-133 53.31%),377 (1.31),95 (28-0-67 29.47%),115 (1.21)
13,"Ah Chee, Callum",18y 267d,8 (3-0-5 37.50%),5 (0.63),←,
39,"Davis, Ryan",27y 25d,25 (7-0-18 28.00%),12 (0.48),11 (4-0-7 36.36%),8 (0.73)
12,"Day, Sam",23y 300d,90 (27-1-62 30.56%),57 (0.63),←,
33,"Hall, Aaron",25y 236d,73 (26-1-46 36.30%),63 (0.86),←,
5,"Harbrow, Jarrod",27y 350d,177 (70-2-105 40.11%),51 (0.29),107 (30-1-76 28.50%),30 (0.28)
38,"Joyce, Jesse",18y 320d,4 (1-0-3 25.00%),,←,
28,"Kolodjashnij, Kade",20y 328d,51 (14-1-36 28.43%),10 (0.20),←,
19,"Lynch, Tom",23y 245d,94 (26-1-67 28.19%),167 (1.78),←,
7,"Malceski, Nick",31y 322d,206 (123-3-80 60.44%),74 (0.36),30 (7-1-22 25.00%),7 (0.23)
4,"Martin, Jack",21y 155d,36 (11-1-24 31.94%),33 (0.92),←,
32,"Matera, Brandon",24y 113d,83 (24-1-58 29.52%),90 (1.08),←,
17,"May, Steven",24y 174d,80 (26-1-53 33.13%),17 (0.21),←,
11,"Miller, Touk",20y 131d,32 (6-1-25 20.31%),9 (0.28),←,
22,"Nicholls, Tom",24y 120d,40 (13-1-26 33.75%),6 (0.15),←,
10,"Prestia, Dion",23y 264d,94 (25-0-69 26.60%),30 (0.32),←,
35,"Rischitelli, Michael",30y 176d,210 (75-3-132 36.43%),87 (0.41),99 (26-0-73 26.26%),40 (0.40)
3,"Rosa, Matt",29y 222d,178 (90-1-87 50.84%),42 (0.24),10 (3-0-7 30.00%),3 (0.30)
6,"Sexton, Alex",22y 212d,48 (13-0-35 27.08%),27 (0.56),←,
26,"Shaw, Matt",24y 148d,92 (24-1-67 26.63%),31 (0.34),←,
16,"Thompson, Rory",25y 112d,71 (22-1-48 31.69%),7 (0.10),←,
30,"Wright, Peter",19y 298d,12 (1-0-11 8.33%),15 (1.25),←,
Totals,Totals,24y 224d,1991 (779-22-1190 39.13%),1210 (0.61),,
C,"Eade, Rodney",58y 89d,350 (177-5-168 51.29%),,36 (8-1-27 23.61%),
