North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
30,"Comben, Charlie",22y 282d,13 (2-0-11 15.38%),5 (0.38),←,
4,"Corr, Aidan",29y 346d,146 (51-3-92 35.96%),3 (0.02),48 (4-0-44 8.33%),1 (0.02)
25,"Curtis, Paul",21y 54d,43 (4-0-39 9.30%),41 (0.95),←,
9,"Davies-Uniacke, Luke",24y 324d,92 (18-1-73 20.11%),32 (0.35),←,
41,"Drury, Blake",20y 107d,7 (0-0-7 0.00%),3 (0.43),←,
7,"Duursma, Zane",18y 243d,7 (0-0-7 0.00%),5 (0.71),←,
16,"Fisher, Zac",25y 317d,114 (35-1-78 31.14%),53 (0.46),7 (0-0-7 0.00%),
17,"Hardeman, Riley",19y 60d,1 (0-0-1 0.00%),,←,
20,"Larkey, Nick",25y 326d,101 (20-1-80 20.30%),206 (2.04),←,
35,"Lazzaro, Charlie",22y 33d,36 (5-0-31 13.89%),5 (0.14),←,
11,"McDonald, Luke",29y 78d,187 (67-0-120 35.83%),18 (0.10),←,
10,"McKercher, Colby",19y 15d,7 (0-0-7 0.00%),,←,
28,"Nyuon, Bigoa",22y 345d,4 (1-0-3 25.00%),,3 (0-0-3 0.00%),
29,"Phillips, Will",21y 341d,34 (6-0-28 17.65%),6 (0.18),←,
24,"Powell, Tom",22y 56d,52 (6-1-45 12.50%),20 (0.38),←,
8,"Scott, Bailey",23y 293d,85 (9-1-75 11.18%),28 (0.33),←,
3,"Sheezel, Harry",19y 197d,30 (3-0-27 10.00%),4 (0.13),←,
12,"Simpkin, Jy",26y 53d,140 (37-1-102 26.79%),53 (0.38),←,
15,"Stephens, Dylan",23y 110d,50 (25-0-25 50.00%),11 (0.22),7 (0-0-7 0.00%),
13,"Tucker, Darcy",27y 95d,133 (43-0-90 32.33%),43 (0.32),25 (1-0-24 4.00%),8 (0.32)
6,"Wardlaw, George",19y 321d,14 (0-0-14 0.00%),4 (0.29),←,
38,"Xerri, Tristan",25y 43d,40 (6-1-33 16.25%),15 (0.38),←,
44,"Zurhaar, Cameron",25y 341d,105 (24-1-80 23.33%),140 (1.33),←,
Totals,Totals,23y 127d,1441 (362-11-1068 25.12%),695 (0.48),,
C,"Clarkson, Alastair",56y,410 (231-4-175 56.83%),,20 (3-0-17 15.00%),
