Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Batchelor, Jake",21y 51d,32 (13-2-17 43.75%),,←,
25,"Chaplin, Troy",27y 41d,142 (57-1-84 40.49%),10 (0.07),2 (2-0-0 100.00%),
30,"Conca, Reece",20y 236d,37 (16-1-20 44.59%),7 (0.19),←,
9,"Cotchin, Trent",22y 363d,88 (38-2-48 44.32%),55 (0.63),←,
3,"Deledio, Brett",25y 352d,174 (66-5-103 39.37%),119 (0.68),←,
10,"Edwards, Shane",24y 162d,111 (38-5-68 36.49%),68 (0.61),←,
5,"Ellis, Brandon",19y 245d,23 (11-1-11 50.00%),2 (0.09),←,
6,"Grigg, Shaun",24y 351d,88 (38-2-48 44.32%),34 (0.39),45 (20-2-23 46.67%),24 (0.53)
2,"Grimes, Dylan",21y 263d,18 (8-0-10 44.44%),,←,
14,"Houli, Bachar",24y 328d,72 (30-3-39 43.75%),18 (0.25),46 (20-2-24 45.65%),9 (0.20)
23,"Jackson, Daniel",26y 345d,125 (42-4-79 35.20%),40 (0.32),←,
28,"King, Jake",29y 10d,89 (31-4-54 37.08%),59 (0.66),←,
20,"Maric, Ivan",27y 91d,100 (55-1-44 55.50%),36 (0.36),23 (12-1-10 54.35%),8 (0.35)
4,"Martin, Dustin",21y 283d,65 (25-2-38 40.00%),68 (1.05),←,
16,"McGuane, Luke",26y 52d,95 (31-4-60 34.74%),23 (0.24),←,
38,"Morris, Steven",24y 95d,23 (11-1-11 50.00%),1 (0.04),←,
1,"Newman, Chris",30y 322d,216 (73-5-138 34.95%),33 (0.15),←,
13,"Petterd, Ricky",24y 255d,55 (15-1-39 28.18%),55 (1.00),1 (1-0-0 100.00%),
18,"Rance, Alex",23y 178d,68 (22-2-44 33.82%),7 (0.10),←,
8,"Riewoldt, Jack",24y 156d,114 (42-4-68 38.60%),269 (2.36),←,
21,"Tuck, Shane",31y 102d,164 (62-4-98 39.02%),69 (0.42),←,
29,"Vickery, Ty",22y 309d,56 (21-2-33 39.29%),55 (0.98),←,
Totals,Totals,24y 308d,1955 (745-56-1154 38.11%),1028 (0.53),,
C,"Hardwick, Damien",40y 230d,68 (26-2-40 39.71%),,←,
