Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",22y 260d,93 (21-1-71 23.12%),62 (0.67),←,
25,"Bews, Andrew",29y 328d,218 (114-1-103 52.52%),132 (0.61),11 (4-0-7 36.36%),
1,"Champion, Richard",26y 59d,67 (14-1-52 21.64%),26 (0.39),←,
16,"Clarke, Matthew",20y 267d,14 (4-0-10 28.57%),,←,
12,"Clarke, Troy",25y 4d,57 (12-1-44 21.93%),30 (0.53),←,
6,"Fletcher, Adrian",24y 245d,73 (32-0-41 43.84%),39 (0.53),28 (7-0-21 25.00%),19 (0.68)
29,"Francis, Fabian",20y 231d,17 (4-0-13 23.53%),13 (0.76),16 (3-0-13 18.75%),13 (0.81)
37,"Frigo, Rudi",20y 132d,3 (2-0-1 66.67%),,←,
4,"Gastev, John",29y 305d,133 (41-1-91 31.20%),70 (0.53),103 (24-1-78 23.79%),39 (0.38)
14,"Hamilton, Shane",23y 298d,61 (18-0-43 29.51%),64 (1.05),34 (6-0-28 17.65%),24 (0.71)
18,"Lambert, Craig",25y 250d,132 (36-0-96 27.27%),55 (0.42),9 (3-0-6 33.33%),2 (0.22)
44,"Lappin, Nigel",17y 356d,9 (3-0-6 33.33%),7 (0.78),←,
17,"Leslie, Martin",31y 207d,93 (22-1-70 24.19%),11 (0.12),←,
11,"Lynch, Alastair",25y 358d,128 (47-0-81 36.72%),192 (1.50),8 (3-0-5 37.50%),19 (2.38)
2,"McAdam, Gilbert",27y 74d,58 (33-1-24 57.76%),56 (0.97),5 (3-0-2 60.00%),8 (1.60)
7,"McIvor, Scott",27y 307d,155 (53-0-102 34.19%),64 (0.41),100 (27-0-73 27.00%),49 (0.49)
19,"McLean, Michael",29y 101d,150 (58-2-90 39.33%),37 (0.25),55 (11-0-44 20.00%),14 (0.25)
8,"Peos, Paul",26y 135d,74 (29-2-43 40.54%),57 (0.77),23 (5-0-18 21.74%),29 (1.26)
22,"Scott, Chris",18y 40d,11 (4-0-7 36.36%),7 (0.64),←,
38,"Scott, Dion",24y 72d,23 (7-0-16 30.43%),9 (0.39),17 (6-0-11 35.29%),9 (0.53)
33,"White, Darryl",21y,42 (10-1-31 25.00%),39 (0.93),←,
Totals,Totals,24y 261d,1611 (564-12-1035 35.01%),970 (0.60),,
C,"Walls, Robert",43y 326d,274 (130-2-142 47.81%),,75 (15-1-59 20.67%),
