Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
30,"Caddy, Nate",19y 300d,18 (9-0-9 50.00%),20 (1.11),←,
6,"Caldwell, Jye",24y 224d,82 (33-1-48 40.85%),28 (0.34),71 (30-1-40 42.96%),27 (0.38)
44,"Day-Wicks, Archer",18y 362d,1 (1-0-0 100.00%),1 (1.00),←,
22,"Durham, Sam",23y 305d,79 (37-1-41 47.47%),24 (0.30),←,
28,"Duursma, Xavier",24y 307d,96 (60-1-35 63.02%),45 (0.47),23 (13-1-9 58.70%),12 (0.52)
41,"El-Hawli, Saad",23y 360d,4 (4-0-0 100.00%),1 (0.25),←,
17,"Goldstein, Todd",36y 313d,332 (140-3-189 42.62%),159 (0.48),17 (10-1-6 61.76%),2 (0.12)
18,"Hayes, Lewis",20y 144d,1 (1-0-0 100.00%),,←,
8,"Hobbs, Ben",21y 236d,55 (24-1-30 44.55%),20 (0.36),←,
10,"Kako, Isaac",19y 64d,8 (5-0-3 62.50%),6 (0.75),←,
4,"Langford, Kyle",28y 160d,157 (67-2-88 43.31%),175 (1.11),←,
37,"Martin, Nic",24y 37d,75 (34-1-40 46.00%),56 (0.75),←,
1,"McGrath, Andrew",26y 342d,165 (79-2-84 48.48%),20 (0.12),←,
32,"McKay, Ben",27y 137d,102 (24-2-76 24.51%),1 (0.01),31 (16-1-14 53.23%),
7,"Merrett, Zach",29y 219d,237 (104-3-130 44.51%),86 (0.36),←,
16,"Perkins, Archie",23y 45d,87 (38-0-49 43.68%),57 (0.66),←,
25,"Prior, Jaxon",23y 340d,47 (33-1-13 71.28%),11 (0.23),8 (5-0-3 62.50%),
27,"Redman, Mason",27y 257d,132 (62-2-68 47.73%),23 (0.17),←,
31,"Reid, Zach",23y 69d,17 (7-0-10 41.18%),,←,
21,"Roberts, Archie",19y 173d,12 (6-0-6 50.00%),2 (0.17),←,
12,"Setterfield, Will",27y 94d,76 (31-0-45 40.79%),14 (0.18),19 (9-0-10 47.37%),2 (0.11)
9,"Shiel, Dylan",32y 62d,227 (97-4-126 43.61%),93 (0.41),92 (38-1-53 41.85%),29 (0.32)
20,"Wright, Peter",28y 244d,137 (44-1-92 32.48%),213 (1.55),71 (31-1-39 44.37%),128 (1.80)
Totals,Totals,25y 18d,2147 (940-25-1182 43.78%),1055 (0.49),,
C,"Scott, Brad",49y 7d,265 (133-1-131 50.38%),,54 (27-1-26 50.93%),
