St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
14,"Ball, Luke",19y 335d,21 (14-0-7 66.67%),14 (0.67),←,
6,"Black, Heath",24y 332d,108 (33-0-75 30.56%),46 (0.43),39 (15-0-24 38.46%),11 (0.28)
3,"Clarke, Xavier",20y 209d,41 (16-1-24 40.24%),23 (0.56),←,
26,"Dal Santo, Nick",20y 62d,31 (13-1-17 43.55%),14 (0.45),←,
22,"Fisher, Leigh",20y 5d,6 (5-0-1 83.33%),2 (0.33),←,
9,"Gehrig, Fraser",28y 52d,173 (85-1-87 49.42%),254 (1.47),58 (22-0-36 37.93%),95 (1.64)
18,"Goddard, Brendon",18y 340d,23 (14-0-9 60.87%),7 (0.30),←,
34,"Guerra, Brent",21y 331d,67 (49-0-18 73.13%),45 (0.67),2 (2-0-0 100.00%),6 (3.00)
2,"Hamill, Aaron",26y 248d,155 (72-0-83 46.45%),195 (1.26),63 (23-0-40 36.51%),81 (1.29)
35,"Harvey, Robert",32y 247d,282 (135-3-144 48.40%),163 (0.58),←,
7,"Hayes, Lenny",24y 101d,98 (34-2-62 35.71%),40 (0.41),←,
5,"Jones, Austinn",27y 209d,184 (77-2-105 42.39%),119 (0.65),←,
33,"Knobel, Trent",23y 337d,35 (19-1-15 55.71%),5 (0.14),22 (10-1-11 47.73%),5 (0.23)
23,"Koschitzke, Justin",21y 217d,46 (18-0-28 39.13%),18 (0.39),←,
31,"Maguire, Matt",19y 330d,34 (15-0-19 44.12%),8 (0.24),←,
44,"Milne, Stephen",24y 47d,57 (17-1-39 30.70%),111 (1.95),←,
1,"Peckett, Justin",31y 202d,209 (85-2-122 41.15%),40 (0.19),←,
17,"Powell, Stephen",27y 230d,101 (62-1-38 61.88%),85 (0.84),27 (16-0-11 59.26%),21 (0.78)
12,"Riewoldt, Nick",21y 190d,55 (22-1-32 40.91%),64 (1.16),←,
40,"Schwarze, Troy",22y 123d,39 (12-1-26 32.05%),6 (0.15),←,
4,"Thompson, Andrew",31y 186d,153 (62-2-89 41.18%),86 (0.56),←,
13,"Voss, Brett",26y 62d,96 (41-2-53 43.75%),32 (0.33),61 (22-1-38 36.89%),21 (0.34)
Totals,Totals,24y 133d,2014 (900-21-1093 44.69%),1377 (0.68),,
C,"Thomas, Grant",46y 70d,56 (22-1-33 40.18%),,←,
