Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",23y 154d,99 (37-1-61 37.88%),40 (0.40),←,
31,"Andrew, Mac",20y 229d,36 (15-0-21 41.67%),1 (0.03),←,
10,"Ballard, Charlie",24y 363d,128 (42-1-85 33.20%),2 (0.02),←,
35,"Budarick, Connor",23y 105d,33 (14-1-18 43.94%),1 (0.03),←,
33,"Clohesy, Sam",21y 221d,15 (7-0-8 46.67%),6 (0.40),←,
25,"Collins, Sam",30y 35d,122 (46-1-75 38.11%),,108 (43-1-64 40.28%),
3,"Flanders, Sam",22y 362d,61 (22-1-38 36.89%),18 (0.30),←,
26,"Graham, Will",18y 359d,12 (5-0-7 41.67%),4 (0.33),←,
7,"Holman, Nick",29y 52d,126 (43-0-83 34.13%),69 (0.55),117 (42-0-75 35.90%),69 (0.59)
19,"Humphrey, Bailey",19y 313d,35 (17-0-18 48.57%),24 (0.69),←,
40,"Jeffrey, Joel",22y 130d,26 (13-0-13 50.00%),16 (0.62),←,
38,"Johnston, Lloyd",19y 303d,7 (3-0-4 42.86%),3 (0.43),←,
34,"King, Ben",24y 13d,90 (30-1-59 33.89%),174 (1.93),←,
22,"Long, Ben",26y 334d,106 (44-1-61 41.98%),50 (0.47),27 (12-0-15 44.44%),19 (0.70)
13,"Lukosius, Jack",23y 346d,113 (39-1-73 34.96%),77 (0.68),←,
49,"Moyle, Ned",22y 156d,9 (3-0-6 33.33%),1 (0.11),←,
27,"Powell, Wil",24y 329d,100 (38-1-61 38.50%),15 (0.15),←,
18,"Rowell, Matt",23y 19d,80 (34-0-46 42.50%),24 (0.30),←,
6,"Sexton, Alex",30y 230d,178 (50-0-128 28.09%),164 (0.92),←,
24,"Swallow, David",31y 244d,236 (71-1-164 30.30%),109 (0.46),←,
32,"Uwland, Bodhi",20y 361d,19 (9-0-10 47.37%),,←,
17,"Walter, Jed",19y 42d,12 (5-0-7 41.67%),9 (0.75),←,
14,"Weller, Lachie",28y 148d,137 (39-1-97 28.83%),46 (0.34),90 (25-1-64 28.33%),29 (0.32)
Totals,Totals,24y 20d,1780 (626-11-1143 35.17%),853 (0.48),,
C,"Hardwick, Damien",51y 337d,325 (179-6-140 56.00%),,18 (9-0-9 50.00%),
