St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",22y 312d,56 (25-0-31 44.64%),26 (0.46),←,
15,"Billings, Jack",25y 326d,141 (56-1-84 40.07%),101 (0.72),←,
16,"Butler, Dan",25y 37d,80 (50-0-30 62.50%),95 (1.19),35 (19-0-16 54.29%),42 (1.20)
31,"Byrnes, Ryan",20y 68d,11 (7-0-4 63.64%),6 (0.55),←,
37,"Connolly, Leo",19y 337d,3 (3-0-0 100.00%),1 (0.33),←,
5,"Crouch, Brad",27y 177d,109 (55-0-54 50.46%),39 (0.36),14 (7-0-7 50.00%),5 (0.36)
7,"Dunstan, Luke",26y 162d,111 (42-2-67 38.74%),46 (0.41),←,
34,"Highmore, Tom",23y 136d,10 (5-0-5 50.00%),,←,
8,"Hill, Bradley",28y 1d,184 (113-0-71 61.41%),83 (0.45),35 (19-0-16 54.29%),4 (0.11)
20,"Howard, Dougal",25y 107d,80 (42-0-38 52.50%),15 (0.19),35 (19-0-16 54.29%),1 (0.03)
3,"Jones, Zak",26y 117d,113 (62-0-51 54.87%),30 (0.27),23 (13-0-10 56.52%),7 (0.30)
25,"Kent, Dean",27y 136d,92 (35-0-57 38.04%),85 (0.92),29 (15-0-14 51.72%),22 (0.76)
12,"King, Max",21y 3d,33 (17-0-16 51.52%),45 (1.36),←,
21,"Long, Ben",23y 323d,56 (22-1-33 40.18%),23 (0.41),←,
19,"Marshall, Rowan",25y 228d,60 (26-0-34 43.33%),31 (0.52),←,
36,"McKenzie, Daniel",25y 54d,57 (23-0-34 40.35%),8 (0.14),←,
28,"Membrey, Tim",27y 45d,125 (57-2-66 46.40%),211 (1.69),124 (56-2-66 45.97%),211 (1.70)
6,"Ross, Sebastian",28y 64d,154 (59-2-93 38.96%),29 (0.19),←,
18,"Ryder, Paddy",33y 118d,267 (136-4-127 51.69%),184 (0.69),24 (15-0-9 62.50%),13 (0.54)
35,"Sinclair, Jack",26y 148d,114 (47-1-66 41.67%),42 (0.37),←,
9,"Steele, Jack",25y 209d,113 (48-1-64 42.92%),47 (0.42),96 (40-1-55 42.19%),38 (0.40)
29,"Webster, Jimmy",28y 12d,107 (39-1-67 36.92%),3 (0.03),←,
44,"Wilkie, Callum",25y 122d,57 (28-0-29 49.12%),,←,
Totals,Totals,25y 204d,2133 (997-15-1121 46.74%),1150 (0.54),,
C,"Ratten, Brett",49y 364d,161 (82-1-78 51.24%),,41 (22-0-19 53.66%),
