St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",23y 100d,25 (14-0-11 56.00%),9 (0.36),13 (6-0-7 46.15%),6 (0.46)
10,"Baker, Steven",25y 33d,103 (41-1-61 40.29%),23 (0.22),←,
14,"Ball, Luke",21y 30d,54 (32-0-22 59.26%),31 (0.57),←,
16,"Clarke, Raphael",19y 273d,11 (6-0-5 54.55%),1 (0.09),←,
26,"Dal Santo, Nick",21y 122d,64 (31-1-32 49.22%),26 (0.41),←,
22,"Fiora, Aaron",24y 66d,89 (38-0-51 42.70%),36 (0.40),11 (5-0-6 45.45%),11 (1.00)
25,"Fisher, Sam",22y 349d,20 (11-0-9 55.00%),2 (0.10),←,
9,"Gehrig, Fraser",29y 113d,203 (102-1-100 50.49%),376 (1.85),88 (39-0-49 44.32%),217 (2.47)
18,"Goddard, Brendon",20y 35d,54 (32-0-22 59.26%),14 (0.26),←,
35,"Harvey, Robert",33y 307d,309 (149-3-157 48.71%),177 (0.57),←,
7,"Hayes, Lenny",25y 161d,129 (50-2-77 39.53%),48 (0.37),←,
8,"Hudghton, Max",28y 295d,166 (69-2-95 42.17%),14 (0.08),←,
5,"Jones, Austinn",28y 269d,216 (95-2-119 44.44%),124 (0.57),←,
31,"Maguire, Matt",21y 25d,58 (28-0-30 48.28%),14 (0.24),←,
32,"McQualter, Andrew",19y 15d,5 (1-0-4 20.00%),1 (0.20),←,
44,"Milne, Stephen",25y 108d,86 (33-1-52 38.95%),181 (2.10),←,
11,"Montagna, Leigh",21y 234d,23 (13-0-10 56.52%),21 (0.91),←,
20,"Murray, Allan",23y 35d,12 (8-0-4 66.67%),12 (1.00),11 (7-0-4 63.64%),12 (1.09)
19,"Penny, Luke",24y 136d,75 (39-0-36 52.00%),6 (0.08),40 (24-0-16 60.00%),1 (0.03)
17,"Powell, Stephen",28y 290d,121 (73-1-47 60.74%),91 (0.75),47 (27-0-20 57.45%),27 (0.57)
12,"Riewoldt, Nick",22y 250d,83 (36-1-46 43.98%),138 (1.66),←,
13,"Voss, Brett",27y 122d,125 (56-2-67 45.60%),42 (0.34),90 (37-1-52 41.67%),31 (0.34)
Totals,Totals,24y 153d,2031 (957-17-1057 47.12%),1387 (0.68),,
C,"Thomas, Grant",47y 130d,89 (40-1-48 45.51%),,←,
