Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 106d,105 (31-1-73 30.00%),85 (0.81),←,
15,"Anderson, Noah",22y 99d,69 (24-1-44 35.51%),22 (0.32),←,
31,"Andrew, Mac",19y 174d,10 (5-0-5 50.00%),,←,
2,"Atkins, Rory",28y 319d,123 (70-1-52 57.32%),49 (0.40),22 (8-0-14 36.36%),2 (0.09)
10,"Ballard, Charlie",23y 308d,98 (29-1-68 30.10%),2 (0.02),←,
16,"Berry, Tom",22y 26d,24 (17-0-7 70.83%),3 (0.13),4 (2-0-2 50.00%),
30,"Casboult, Levi",33y 73d,183 (60-1-122 33.06%),197 (1.08),29 (12-0-17 41.38%),41 (1.41)
25,"Collins, Sam",28y 346d,92 (33-1-58 36.41%),,78 (30-1-47 39.10%),
5,"Davies, Alex",21y 70d,22 (10-0-12 45.45%),8 (0.36),←,
50,"Farrar, Jy",26y 171d,28 (13-0-15 46.43%),2 (0.07),←,
8,"Fiorini, Brayden",25y 278d,85 (22-1-62 26.47%),26 (0.31),←,
7,"Holman, Nick",27y 363d,100 (31-0-69 31.00%),58 (0.58),91 (30-0-61 32.97%),58 (0.64)
19,"Humphrey, Bailey",18y 258d,8 (4-0-4 50.00%),6 (0.75),←,
40,"Jeffrey, Joel",21y 76d,14 (7-0-7 50.00%),14 (1.00),←,
34,"King, Ben",22y 324d,64 (17-1-46 27.34%),116 (1.81),←,
22,"Long, Ben",25y 279d,88 (36-1-51 41.48%),31 (0.35),9 (4-0-5 44.44%),
13,"Lukosius, Jack",22y 291d,84 (26-1-57 31.55%),35 (0.42),←,
44,"Macpherson, Darcy",25y 210d,83 (24-0-59 28.92%),26 (0.31),←,
27,"Powell, Wil",23y 274d,78 (28-1-49 36.54%),13 (0.17),←,
41,"Rosas, Malcolm",21y 334d,29 (14-0-15 48.28%),22 (0.76),←,
18,"Rowell, Matt",21y 330d,50 (21-0-29 42.00%),12 (0.24),←,
24,"Swallow, David",30y 189d,208 (60-1-147 29.09%),93 (0.45),←,
28,"Witts, Jarrod",30y 256d,153 (52-1-100 34.31%),32 (0.21),113 (34-1-78 30.53%),14 (0.12)
Totals,Totals,24y 303d,1798 (634-13-1151 35.26%),852 (0.47),,
C,"Dew, Stuart",43y 282d,116 (34-1-81 29.74%),,←,
