Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",25y 324d,143 (64-1-78 45.10%),83 (0.58),←,
5,"Broadbent, Matthew",23y 324d,92 (38-1-53 41.85%),38 (0.41),←,
27,"Carlile, Alipate",27y 52d,144 (62-1-81 43.40%),5 (0.03),←,
18,"Cornes, Kane",31y 167d,281 (144-2-135 51.60%),92 (0.33),←,
7,"Ebert, Brad",24y 80d,135 (57-1-77 42.59%),72 (0.53),59 (29-1-29 50.00%),39 (0.66)
9,"Gray, Robbie",26y 83d,103 (46-0-57 44.66%),140 (1.36),←,
46,"Gray, Sam",22y 140d,5 (5-0-0 100.00%),5 (1.00),←,
36,"Hombsch, Jack",21y 106d,27 (13-0-14 48.15%),,18 (13-0-5 72.22%),
42,"Jonas, Tom",23y 163d,44 (21-1-22 48.86%),1 (0.02),←,
23,"Lobbe, Matthew",25y 129d,55 (27-0-28 49.09%),15 (0.27),←,
44,"Logan, Tom",28y 354d,115 (37-1-77 32.61%),27 (0.23),112 (37-1-74 33.48%),27 (0.24)
37,"Mitchell, Kane",24y 202d,19 (11-0-8 57.89%),13 (0.68),←,
6,"Monfries, Angus",27y 153d,182 (77-3-102 43.13%),216 (1.19),32 (19-0-13 59.38%),51 (1.59)
29,"Pittard, Jasper",23y 81d,44 (25-0-19 56.82%),7 (0.16),←,
21,"Polec, Jared",21y 252d,28 (18-0-10 64.29%),18 (0.64),12 (11-0-1 91.67%),9 (0.75)
28,"Schulz, Jay",29y 64d,155 (63-3-89 41.61%),256 (1.65),84 (39-1-44 47.02%),198 (2.36)
12,"Trengove, Jackson",23y 231d,91 (36-1-54 40.11%),8 (0.09),←,
39,"Westhoff, Justin",27y 263d,147 (65-1-81 44.56%),192 (1.31),←,
19,"White, Matt",27y 67d,117 (54-4-59 47.86%),70 (0.60),12 (10-0-2 83.33%),16 (1.33)
16,"Wines, Ollie",19y 257d,37 (24-0-13 64.86%),16 (0.43),←,
20,"Wingard, Chad",20y 327d,55 (28-1-26 51.82%),78 (1.42),←,
40,"Young, Aaron",21y 197d,27 (12-1-14 46.30%),11 (0.41),←,
Totals,Totals,24y 315d,2046 (927-22-1097 45.31%),1363 (0.67),,
C,"Hinkley, Ken",47y 264d,36 (24-0-12 66.67%),,←,
