Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 229d,36 (16-0-20 44.44%),1 (0.03),←,
18,"Cameron, Jeremy",23y 64d,80 (22-0-58 27.50%),205 (2.56),←,
3,"Coniglio, Stephen",22y 172d,72 (25-0-47 34.72%),28 (0.39),←,
1,"Davis, Phil",25y 279d,84 (31-0-53 36.90%),6 (0.07),66 (20-0-46 30.30%),5 (0.08)
4,"Greene, Toby",22y 253d,85 (24-0-61 28.24%),53 (0.62),←,
19,"Haynes, Nick",24y 17d,50 (16-0-34 32.00%),4 (0.08),←,
2,"Hopper, Jacob",19y 119d,4 (2-0-2 50.00%),2 (0.50),←,
17,"Johnson, Steve",32y 336d,264 (185-3-76 70.64%),474 (1.80),11 (7-0-4 63.64%),22 (2.00)
22,"Kelly, Josh",21y 113d,47 (20-0-27 42.55%),26 (0.55),←,
37,"Lobb, Rory",23y 116d,22 (10-0-12 45.45%),23 (1.05),←,
41,"Mumford, Shane",29y 335d,139 (89-2-48 64.75%),47 (0.34),39 (20-0-19 51.28%),8 (0.21)
24,"Patfull, Joel",31y 180d,207 (87-3-117 42.75%),25 (0.12),25 (14-0-11 56.00%),1 (0.04)
12,"Patton, Jonathon",23y 15d,42 (14-0-28 33.33%),46 (1.10),←,
9,"Scully, Tom",25y 20d,114 (36-1-77 32.02%),48 (0.42),83 (23-0-60 27.71%),42 (0.51)
23,"Shaw, Heath",30y 190d,224 (134-2-88 60.27%),38 (0.17),51 (24-0-27 47.06%),1 (0.02)
5,"Shiel, Dylan",23y 87d,75 (22-0-53 29.33%),39 (0.52),←,
11,"Steele, Jack",20y 174d,15 (7-0-8 46.67%),9 (0.60),←,
20,"Tomlinson, Adam",22y 299d,57 (11-0-46 19.30%),18 (0.32),←,
8,"Ward, Callan",26y 55d,154 (58-0-96 37.66%),77 (0.50),94 (26-0-68 27.66%),44 (0.47)
6,"Whitfield, Lachie",21y 322d,62 (21-0-41 33.87%),29 (0.47),←,
29,"Williams, Zac",21y 258d,40 (14-0-26 35.00%),10 (0.25),←,
16,"Wilson, Nathan",23y 149d,43 (16-0-27 37.21%),12 (0.28),←,
Totals,Totals,24y 155d,1916 (860-11-1045 44.89%),1220 (0.64),,
C,"Cameron, Leon",43y 276d,55 (24-0-31 43.64%),,←,
