Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",24y 178d,148 (59-1-88 40.20%),56 (0.38),85 (40-1-44 47.65%),36 (0.42)
24,"Firrito, Michael",22y 266d,56 (29-0-27 51.79%),12 (0.21),←,
15,"Green, Kasey",26y 344d,74 (28-1-45 38.51%),19 (0.26),20 (7-0-13 35.00%),11 (0.55)
31,"Hale, David",22y 90d,57 (24-0-33 42.11%),29 (0.51),←,
39,"Harding, Leigh",25y 116d,88 (44-1-43 50.57%),122 (1.39),←,
4,"Harris, Daniel",24y 102d,89 (43-1-45 48.88%),28 (0.31),←,
29,"Harvey, Brent",28y 98d,214 (120-1-93 56.31%),245 (1.14),←,
21,"Jones, Corey",25y 175d,101 (46-0-55 45.54%),116 (1.15),←,
25,"Lower, Ed",19y 58d,3 (1-0-2 33.33%),1 (0.33),←,
35,"Makepeace, Troy",27y 167d,139 (69-1-69 50.00%),37 (0.27),←,
5,"McConnell, Daniel",20y 60d,4 (1-0-3 25.00%),,2 (0-0-2 0.00%),
1,"McIntosh, Hamish",21y 350d,16 (5-0-11 31.25%),7 (0.44),←,
20,"Petrie, Drew",23y 309d,104 (49-1-54 47.60%),73 (0.70),←,
3,"Rawlings, Brady",25y 71d,131 (67-0-64 51.15%),51 (0.39),←,
26,"Rocca, Saverio",32y 273d,256 (118-3-135 46.68%),745 (2.91),100 (48-1-51 48.50%),231 (2.31)
32,"Sansbury, Eddie",22y 267d,25 (9-0-16 36.00%),7 (0.28),←,
34,"Schwarze, Ben",22y 361d,10 (5-0-5 50.00%),2 (0.20),←,
9,"Sinclair, Jess",27y 359d,159 (61-1-97 38.68%),61 (0.38),109 (48-1-60 44.50%),35 (0.32)
19,"Swallow, Andrew",19y 79d,10 (3-0-7 30.00%),2 (0.20),←,
23,"Thompson, Nathan",28y 187d,162 (75-1-86 46.60%),297 (1.83),43 (20-0-23 46.51%),105 (2.44)
36,"Watt, Shannon",25y 267d,106 (53-1-52 50.47%),7 (0.07),←,
8,"Wells, Daniel",21y 198d,82 (40-1-41 49.39%),46 (0.56),←,
Totals,Totals,24y 182d,2034 (949-14-1071 46.66%),1963 (0.97),,
C,"Laidley, Dani",39y 146d,87 (41-1-45 47.70%),,←,
