North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
30,"Comben, Charlie",22y 269d,11 (2-0-9 18.18%),5 (0.45),←,
4,"Corr, Aidan",29y 333d,144 (51-3-90 36.46%),3 (0.02),46 (4-0-42 8.70%),1 (0.02)
25,"Curtis, Paul",21y 41d,41 (4-0-37 9.76%),38 (0.93),←,
9,"Davies-Uniacke, Luke",24y 311d,90 (18-1-71 20.56%),31 (0.34),←,
41,"Drury, Blake",20y 94d,5 (0-0-5 0.00%),2 (0.40),←,
7,"Duursma, Zane",18y 230d,5 (0-0-5 0.00%),3 (0.60),←,
16,"Fisher, Zac",25y 304d,112 (35-1-76 31.70%),53 (0.47),5 (0-0-5 0.00%),
40,"Ford, Eddie",21y 298d,27 (1-0-26 3.70%),23 (0.85),←,
1,"Greenwood, Hugh",32y 39d,120 (45-2-73 38.33%),52 (0.43),37 (5-0-32 13.51%),7 (0.19)
20,"Larkey, Nick",25y 313d,99 (20-1-78 20.71%),201 (2.03),←,
35,"Lazzaro, Charlie",22y 20d,34 (5-0-29 14.71%),4 (0.12),←,
11,"McDonald, Luke",29y 65d,185 (67-0-118 36.22%),18 (0.10),←,
10,"McKercher, Colby",19y 2d,5 (0-0-5 0.00%),,←,
28,"Nyuon, Bigoa",22y 332d,2 (1-0-1 50.00%),,1 (0-0-1 0.00%),
24,"Powell, Tom",22y 43d,50 (6-1-43 13.00%),19 (0.38),←,
8,"Scott, Bailey",23y 280d,83 (9-1-73 11.45%),28 (0.34),←,
36,"Sellers, Tyler",21y 249d,1 (0-0-1 0.00%),,←,
3,"Sheezel, Harry",19y 184d,28 (3-0-25 10.71%),4 (0.14),←,
12,"Simpkin, Jy",26y 40d,138 (37-1-100 27.17%),52 (0.38),←,
15,"Stephens, Dylan",23y 97d,48 (25-0-23 52.08%),11 (0.23),5 (0-0-5 0.00%),
13,"Tucker, Darcy",27y 82d,131 (43-0-88 32.82%),41 (0.31),23 (1-0-22 4.35%),6 (0.26)
6,"Wardlaw, George",19y 308d,13 (0-0-13 0.00%),3 (0.23),←,
38,"Xerri, Tristan",25y 30d,38 (6-1-31 17.11%),15 (0.39),←,
Totals,Totals,23y 252d,1410 (378-12-1020 26.81%),606 (0.43),,
C,"Clarkson, Alastair",55y 353d,408 (231-4-173 57.11%),,18 (3-0-15 16.67%),
