Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",22y 237d,24 (13-0-11 54.17%),2 (0.08),←,
19,"Betts, Eddie",22y 263d,95 (29-2-64 31.58%),121 (1.27),←,
18,"Bower, Paul",21y 219d,42 (15-0-27 35.71%),2 (0.05),←,
44,"Carrazzo, Andrew",25y 244d,96 (31-2-63 33.33%),29 (0.30),←,
28,"Cloke, Cameron",24y 239d,55 (24-0-31 43.64%),34 (0.62),34 (15-0-19 44.12%),23 (0.68)
25,"Fevola, Brendan",28y 208d,184 (68-2-114 37.50%),560 (3.04),←,
4,"Gibbs, Bryce",20y 154d,63 (25-0-38 39.68%),32 (0.51),←,
10,"Hadley, Richard",26y 140d,57 (30-2-25 54.39%),15 (0.26),16 (8-0-8 50.00%),5 (0.31)
33,"Houlihan, Ryan",27y 207d,179 (59-2-118 33.52%),109 (0.61),←,
45,"Joseph, Aaron",20y 43d,20 (12-0-8 60.00%),2 (0.10),←,
5,"Judd, Chris",25y 342d,175 (105-2-68 60.57%),164 (0.94),41 (21-0-20 51.22%),26 (0.63)
8,"Kreuzer, Matthew",20y 95d,40 (22-0-18 55.00%),24 (0.60),←,
3,"Murphy, Marc",22y 28d,77 (28-0-49 36.36%),60 (0.78),←,
17,"OhAilpin, Setanta",26y 151d,56 (19-1-36 34.82%),28 (0.50),←,
12,"Robinson, Mitch",20y 70d,10 (7-0-3 70.00%),5 (0.50),←,
2,"Russell, Jordan",22y 283d,67 (25-1-41 38.06%),13 (0.19),←,
29,"Scotland, Heath",29y 26d,173 (63-1-109 36.71%),55 (0.32),120 (40-1-79 33.75%),43 (0.36)
6,"Simpson, Kade",25y 103d,107 (36-1-70 34.11%),58 (0.54),←,
24,"Stevens, Nick",29y 225d,228 (109-4-115 48.68%),135 (0.59),101 (35-2-64 35.64%),57 (0.56)
32,"Thornton, Bret",25y 274d,146 (45-1-100 31.16%),4 (0.03),←,
1,"Walker, Andrew",23y 90d,84 (22-2-60 27.38%),31 (0.37),←,
34,"Wiggins, Simon",26y 339d,113 (36-1-76 32.30%),36 (0.32),←,
Totals,Totals,24y 164d,2091 (823-24-1244 39.36%),1519 (0.73),,
C,"Ratten, Brett",38y 36d,48 (22-0-26 45.83%),,←,
