Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",22y 78d,66 (22-1-43 34.09%),22 (0.33),←,
2,"Atkins, Rory",28y 298d,120 (68-1-51 57.08%),49 (0.41),19 (6-0-13 31.58%),2 (0.11)
10,"Ballard, Charlie",23y 287d,95 (27-1-67 28.95%),2 (0.02),←,
16,"Berry, Tom",22y 5d,21 (15-0-6 71.43%),3 (0.14),1 (0-0-1 0.00%),
30,"Casboult, Levi",33y 52d,181 (59-1-121 32.87%),196 (1.08),27 (11-0-16 40.74%),40 (1.48)
1,"Chol, Mabior",26y 97d,58 (31-1-26 54.31%),73 (1.26),27 (12-0-15 44.44%),49 (1.81)
25,"Collins, Sam",28y 325d,89 (31-1-57 35.39%),,75 (28-1-46 38.00%),
5,"Davies, Alex",21y 49d,19 (8-0-11 42.11%),8 (0.42),←,
4,"Ellis, Brandon",29y 276d,235 (131-2-102 56.17%),79 (0.34),59 (22-1-36 38.14%),21 (0.36)
8,"Fiorini, Brayden",25y 257d,82 (20-1-61 25.00%),26 (0.32),←,
3,"Flanders, Sam",21y 286d,34 (10-1-23 30.88%),11 (0.32),←,
19,"Humphrey, Bailey",18y 237d,5 (2-0-3 40.00%),3 (0.60),←,
34,"King, Ben",22y 303d,61 (15-1-45 25.41%),107 (1.75),←,
23,"Lemmens, Sean",28y 185d,138 (40-2-96 29.71%),25 (0.18),←,
22,"Long, Ben",25y 258d,87 (35-1-51 40.80%),31 (0.36),8 (3-0-5 37.50%),
13,"Lukosius, Jack",22y 270d,81 (24-1-56 30.25%),26 (0.32),←,
44,"Macpherson, Darcy",25y 189d,80 (22-0-58 27.50%),26 (0.32),←,
27,"Powell, Wil",23y 253d,75 (26-1-48 35.33%),13 (0.17),←,
41,"Rosas, Malcolm",21y 313d,26 (12-0-14 46.15%),20 (0.77),←,
18,"Rowell, Matt",21y 309d,47 (19-0-28 40.43%),10 (0.21),←,
24,"Swallow, David",30y 168d,205 (58-1-146 28.54%),90 (0.44),←,
21,"Tsitas, James",28y 64d,2 (0-0-2 0.00%),,←,
28,"Witts, Jarrod",30y 235d,150 (50-1-99 33.67%),32 (0.21),110 (32-1-77 29.55%),14 (0.13)
Totals,Totals,25y 145d,1957 (725-18-1214 37.05%),852 (0.44),,
C,"Dew, Stuart",43y 261d,113 (32-1-80 28.76%),,←,
