Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
35,"Akermanis, Jason",18y 64d,2 (0-0-2 0.00%),3 (1.50),←,
10,"Ashcroft, Marcus",23y 216d,109 (28-1-80 26.15%),65 (0.60),←,
25,"Bews, Andrew",30y 284d,232 (120-1-111 51.94%),133 (0.57),25 (10-0-15 40.00%),1 (0.04)
30,"Bourke, Damian",30y 100d,122 (62-1-59 51.23%),19 (0.16),20 (4-0-16 20.00%),4 (0.20)
16,"Clarke, Matthew",21y 223d,27 (11-0-16 40.74%),2 (0.07),←,
20,"Craven, Danny",27y 361d,54 (24-1-29 45.37%),17 (0.31),21 (6-0-15 28.57%),7 (0.33)
6,"Fletcher, Adrian",25y 201d,89 (39-0-50 43.82%),42 (0.47),44 (14-0-30 31.82%),22 (0.50)
8,"Gowers, Andrew",26y 18d,94 (61-0-33 64.89%),55 (0.59),5 (2-0-3 40.00%),1 (0.20)
14,"Hamilton, Shane",24y 254d,73 (23-0-50 31.51%),69 (0.95),46 (11-0-35 23.91%),29 (0.63)
32,"Hart, Shaun",23y 347d,64 (14-1-49 22.66%),29 (0.45),←,
34,"Lawrence, Steven",18y 345d,3 (1-0-2 33.33%),,←,
23,"Leppitsch, Justin",19y 210d,13 (4-0-9 30.77%),9 (0.69),←,
2,"McAdam, Gilbert",28y 30d,74 (40-1-33 54.73%),71 (0.96),21 (10-0-11 47.62%),23 (1.10)
7,"McIvor, Scott",28y 263d,170 (60-0-110 35.29%),83 (0.49),115 (34-0-81 29.57%),68 (0.59)
19,"McLean, Michael",30y 57d,162 (64-2-96 40.12%),38 (0.23),67 (17-0-50 25.37%),15 (0.22)
4,"McRae, Craig",21y 219d,5 (2-0-3 40.00%),7 (1.40),←,
24,"Merrett, Roger",35y 10d,281 (132-3-146 47.51%),377 (1.34),132 (35-1-96 26.89%),229 (1.73)
38,"Scott, Dion",25y 28d,27 (9-0-18 33.33%),14 (0.52),21 (8-0-13 38.10%),14 (0.67)
9,"Starcevich, Craig",27y 348d,140 (80-3-57 58.21%),175 (1.25),16 (5-0-11 31.25%),13 (0.81)
3,"Voss, Michael",19y 296d,39 (13-0-26 33.33%),23 (0.59),←,
33,"White, Darryl",21y 321d,50 (15-1-34 31.00%),42 (0.84),←,
Totals,Totals,25y 78d,1830 (802-15-1013 43.83%),1273 (0.70),,
C,"Walls, Robert",44y 282d,290 (137-2-151 47.59%),,91 (22-1-68 24.73%),
