Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 36d,97 (27-1-69 28.35%),79 (0.81),←,
15,"Anderson, Noah",22y 29d,59 (19-1-39 33.05%),16 (0.27),←,
10,"Ballard, Charlie",23y 238d,88 (24-1-63 27.84%),1 (0.01),←,
30,"Casboult, Levi",33y 3d,176 (57-1-118 32.67%),191 (1.09),22 (9-0-13 40.91%),35 (1.59)
1,"Chol, Mabior",26y 48d,54 (29-1-24 54.63%),68 (1.26),23 (10-0-13 43.48%),44 (1.91)
25,"Collins, Sam",28y 276d,82 (28-1-53 34.76%),,68 (25-1-42 37.50%),
33,"Constable, Charlie",23y 304d,15 (11-0-4 73.33%),6 (0.40),3 (2-0-1 66.67%),
5,"Davies, Alex",21y,17 (7-0-10 41.18%),8 (0.47),←,
50,"Farrar, Jy",26y 101d,26 (11-0-15 42.31%),2 (0.08),←,
8,"Fiorini, Brayden",25y 208d,77 (18-1-58 24.03%),23 (0.30),←,
3,"Flanders, Sam",21y 237d,31 (9-1-21 30.65%),11 (0.35),←,
36,"Hollands, Elijah",20y 327d,6 (2-0-4 33.33%),5 (0.83),←,
7,"Holman, Nick",27y 293d,92 (27-0-65 29.35%),50 (0.54),83 (26-0-57 31.33%),50 (0.60)
40,"Jeffrey, Joel",21y 6d,10 (5-0-5 50.00%),11 (1.10),←,
34,"King, Ben",22y 254d,54 (12-1-41 23.15%),90 (1.67),←,
22,"Long, Ben",25y 209d,80 (32-1-47 40.63%),31 (0.39),1 (0-0-1 0.00%),
13,"Lukosius, Jack",22y 221d,74 (21-1-52 29.05%),17 (0.23),←,
44,"Macpherson, Darcy",25y 140d,73 (19-0-54 26.03%),26 (0.36),←,
11,"Miller, Touk",27y 24d,161 (42-2-117 26.71%),47 (0.29),←,
18,"Rowell, Matt",21y 260d,40 (16-0-24 40.00%),10 (0.25),←,
24,"Swallow, David",30y 119d,198 (55-1-142 28.03%),87 (0.44),←,
32,"Uwland, Bodhi",19y 236d,1 (0-0-1 0.00%),,←,
28,"Witts, Jarrod",30y 186d,145 (47-1-97 32.76%),29 (0.20),105 (29-1-75 28.10%),11 (0.10)
Totals,Totals,24y 322d,1656 (518-15-1123 31.28%),808 (0.49),,
C,"Dew, Stuart",43y 212d,106 (29-1-76 27.83%),,←,
