Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 66d,61 (12-1-48 20.49%),42 (0.69),←,
15,"Anderson, Noah",20y 59d,22 (6-1-15 29.55%),4 (0.18),←,
3,"Bowes, Jack",23y 81d,64 (14-1-49 22.66%),13 (0.20),←,
29,"Burgess, Chris",25y 142d,17 (3-0-14 17.65%),7 (0.41),←,
25,"Collins, Sam",26y 306d,45 (12-1-32 27.78%),,31 (9-1-21 30.65%),
19,"Corbett, Josh",24y 359d,17 (1-1-15 8.82%),9 (0.53),←,
4,"Ellis, Brandon",27y 257d,197 (114-2-81 58.38%),65 (0.33),21 (5-1-15 26.19%),7 (0.33)
50,"Farrar, Jy",24y 131d,2 (0-0-2 0.00%),1 (0.50),←,
26,"Flanders, Sam",19y 267d,7 (1-1-5 21.43%),2 (0.29),←,
46,"Graham, Caleb",20y 217d,12 (1-0-11 8.33%),,←,
1,"Greenwood, Hugh",29y 42d,73 (36-2-35 50.68%),40 (0.55),22 (6-1-15 29.55%),4 (0.18)
5,"Harbrow, Jarrod",32y 273d,261 (88-3-170 34.29%),54 (0.21),191 (48-2-141 25.65%),33 (0.17)
39,"Holman, Nick",25y 323d,60 (13-0-47 21.67%),26 (0.43),51 (12-0-39 23.53%),26 (0.51)
34,"King, Ben",20y 284d,36 (6-1-29 18.06%),55 (1.53),←,
13,"Lukosius, Jack",20y 251d,43 (9-1-33 22.09%),8 (0.19),←,
44,"Macpherson, Darcy",23y 170d,56 (12-0-44 21.43%),26 (0.46),←,
17,"Markov, Oleg",24y 344d,28 (13-0-15 46.43%),4 (0.14),5 (1-0-4 20.00%),1 (0.20)
11,"Miller, Touk",25y 54d,122 (26-2-94 22.13%),32 (0.26),←,
27,"Powell, Wil",21y 234d,40 (10-1-29 26.25%),11 (0.28),←,
22,"Rankine, Izak",20y 359d,17 (3-1-13 20.59%),17 (1.00),←,
6,"Sexton, Alex",27y 135d,138 (34-0-104 24.64%),135 (0.98),←,
24,"Swallow, David",28y 149d,159 (39-1-119 24.84%),74 (0.47),←,
14,"Weller, Lachie",25y 53d,108 (26-1-81 24.54%),39 (0.36),61 (12-1-48 20.49%),22 (0.36)
Totals,Totals,24y 166d,1585 (479-21-1085 30.22%),664 (0.42),,
C,"Dew, Stuart",41y 242d,66 (13-1-52 20.45%),,←,
