Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 142d,143 (58-2-83 41.26%),37 (0.26),←,
17,"Beams, Claye",21y 217d,15 (4-0-11 26.67%),12 (0.80),←,
8,"Bewick, Rohan",23y 178d,30 (12-0-18 40.00%),24 (0.80),←,
16,"Brown, Jonathan",31y 159d,232 (135-3-94 58.84%),546 (2.35),←,
41,"Golby, Mitch",21y 185d,23 (8-0-15 34.78%),,←,
6,"Green, Josh",20y 225d,19 (9-0-10 47.37%),17 (0.89),←,
11,"Hanley, Pearce",24y 142d,58 (17-0-41 29.31%),14 (0.24),←,
28,"Karnezis, Patrick",20y 348d,20 (3-0-17 15.00%),24 (1.20),←,
35,"Lester, Ryan",20y 223d,23 (10-0-13 43.48%),5 (0.22),←,
23,"Leuenberger, Matthew",24y 303d,70 (23-1-46 33.57%),11 (0.16),←,
12,"Martin, Stefan",26y 140d,59 (14-1-44 24.58%),26 (0.44),2 (0-0-2 0.00%),3 (1.50)
9,"McGrath, Ashley",29y 321d,190 (91-2-97 48.42%),146 (0.77),←,
21,"Merrett, Daniel",28y 115d,137 (57-3-77 42.70%),43 (0.31),←,
3,"Moloney, Brent",29y 68d,147 (49-3-95 34.35%),38 (0.26),2 (0-0-2 0.00%),1 (0.50)
24,"Patfull, Joel",28y 120d,141 (56-3-82 40.78%),21 (0.15),←,
31,"Polkinghorne, James",24y 75d,83 (31-1-51 37.95%),49 (0.59),←,
29,"Raines, Andrew",27y 29d,102 (33-1-68 32.84%),10 (0.10),46 (15-0-31 32.61%),9 (0.20)
30,"Redden, Jack",22y 118d,78 (27-1-50 35.26%),36 (0.46),←,
10,"Rich, Daniel",22y 303d,84 (32-1-51 38.69%),55 (0.65),←,
38,"Rockliff, Tom",23y 43d,64 (18-0-46 28.13%),35 (0.55),←,
26,"Yeo, Elliot",19y 187d,10 (3-0-7 30.00%),,←,
15,"Zorko, Dayne",24y 56d,18 (8-0-10 44.44%),18 (1.00),←,
Totals,Totals,24y 234d,1746 (698-22-1026 39.98%),1167 (0.67),,
C,"Voss, Michael",37y 273d,92 (35-1-56 38.59%),,←,
