Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 292d,80 (33-1-46 41.88%),23 (0.29),←,
16,"Begley, Josh",20y 352d,13 (7-0-6 53.85%),14 (1.08),←,
2,"Bellchambers, Tom",29y 346d,126 (56-2-68 45.24%),76 (0.60),←,
28,"Brown, Mitch",28y 296d,60 (28-0-32 46.67%),55 (0.92),45 (15-0-30 33.33%),46 (1.02)
37,"Clarke, Dylan",20y 287d,4 (3-0-1 75.00%),,←,
13,"Fantasia, Orazio",23y 279d,68 (27-1-40 40.44%),104 (1.53),←,
35,"Guelfi, Matt",21y 310d,27 (15-0-12 55.56%),7 (0.26),←,
21,"Heppell, Dyson",27y 37d,164 (80-2-82 49.39%),58 (0.35),←,
26,"Hooker, Cale",30y 250d,185 (86-2-97 47.03%),82 (0.44),←,
18,"Hurley, Michael",29y 19d,173 (81-3-89 47.69%),108 (0.62),←,
4,"Langford, Kyle",22y 201d,55 (20-0-35 36.36%),36 (0.65),←,
15,"Laverde, Jayden",23y 69d,34 (12-0-22 35.29%),24 (0.71),←,
43,"McDonald-Tipungwuti, Anthony",26y 59d,79 (33-0-46 41.77%),88 (1.11),←,
1,"McGrath, Andrew",21y 18d,54 (28-0-26 51.85%),12 (0.22),←,
45,"McKenna, Conor",23y 84d,64 (28-0-36 43.75%),18 (0.28),←,
44,"McKernan, Shaun",28y 292d,69 (27-0-42 39.13%),56 (0.81),35 (15-0-20 42.86%),35 (1.00)
7,"Merrett, Zach",23y 260d,116 (49-1-66 42.67%),39 (0.34),←,
3,"Parish, Darcy",21y 330d,67 (26-0-41 38.81%),26 (0.39),←,
27,"Redman, Mason",21y 298d,15 (7-0-8 46.67%),1 (0.07),←,
42,"Saad, Adam",24y 332d,83 (31-1-51 37.95%),4 (0.05),35 (18-0-17 51.43%),1 (0.03)
9,"Shiel, Dylan",26y 103d,147 (64-3-80 44.56%),67 (0.46),12 (5-0-7 41.67%),3 (0.25)
11,"Zaharakis, David",29y 119d,199 (89-2-108 45.23%),121 (0.61),←,
Totals,Totals,25y 61d,1882 (830-18-1034 44.10%),1019 (0.54),,
C,"Worsfold, John",50y 268d,361 (182-2-177 50.69%),,80 (33-0-47 41.25%),
