Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
5,"Boyd, Matthew",29y 323d,200 (98-2-100 49.50%),70 (0.35),←,
49,"Cordy, Ayce",21y 344d,12 (6-0-6 50.00%),7 (0.58),←,
4,"Cross, Daniel",29y 107d,195 (94-3-98 48.97%),29 (0.15),←,
40,"Dahlhaus, Luke",19y 329d,26 (10-0-16 38.46%),20 (0.77),←,
29,"Dickson, Tory",24y 293d,11 (3-0-8 27.27%),14 (1.27),←,
33,"Djerrkura, Nathan",23y 300d,19 (7-0-12 36.84%),8 (0.42),15 (5-0-10 33.33%),8 (0.53)
9,"Gilbee, Lindsay",31y 7d,204 (103-2-99 50.98%),118 (0.58),←,
16,"Griffen, Ryan",25y 354d,157 (84-1-72 53.82%),105 (0.67),←,
25,"Hargrave, Ryan",30y 355d,202 (95-4-103 48.02%),37 (0.18),←,
7,"Higgins, Shaun",24y 133d,102 (51-1-50 50.49%),112 (1.10),←,
30,"Howard, Christian",21y 118d,12 (3-0-9 25.00%),1 (0.08),←,
36,"Lake, Brian",30y 139d,191 (90-2-99 47.64%),29 (0.15),←,
21,"Liberatore, Tom",20y 60d,30 (10-0-20 33.33%),8 (0.27),←,
37,"Markovic, Lukas",25y 192d,22 (7-0-15 31.82%),,←,
27,"Minson, Will",27y 95d,129 (69-1-59 53.88%),66 (0.51),←,
2,"Murphy, Robert",30y 36d,223 (100-4-119 45.74%),154 (0.69),←,
42,"Picken, Liam",25y 349d,80 (41-0-39 51.25%),26 (0.32),←,
11,"Sherman, Justin",25y 171d,137 (57-3-77 42.70%),106 (0.77),23 (9-0-14 39.13%),21 (0.91)
14,"Smith, Clay",19y 65d,10 (3-0-7 30.00%),5 (0.50),←,
15,"Tutt, Jason",21y 61d,5 (2-0-3 40.00%),5 (1.00),←,
3,"Wallis, Mitch",19y 265d,18 (6-0-12 33.33%),5 (0.28),←,
12,"Williams, Tom",25y 364d,74 (38-1-35 52.03%),5 (0.07),←,
Totals,Totals,25y 70d,2059 (977-24-1058 47.45%),930 (0.45),,
C,"McCartney, Brendan",51y 266d,15 (5-0-10 33.33%),,←,
