Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",21y 7d,34 (19-0-15 55.88%),29 (0.85),9 (7-0-2 77.78%),7 (0.78)
41,"Cook, Troy",21y 348d,33 (21-0-12 63.64%),10 (0.30),←,
8,"Cresswell, Daryn",27y 65d,133 (52-1-80 39.47%),110 (0.83),←,
28,"Crouch, Jared",20y 143d,11 (6-0-5 54.55%),,←,
6,"Dunkley, Andrew",30y 27d,134 (54-2-78 41.04%),7 (0.05),←,
10,"Filandia, Peter",28y 73d,62 (30-1-31 49.19%),45 (0.73),49 (23-1-25 47.96%),31 (0.63)
3,"Lewis, Dale",29y 83d,143 (48-2-93 34.27%),157 (1.10),←,
4,"Lockett, Tony",32y 139d,252 (110-1-141 43.85%),1247 (4.95),69 (42-1-26 61.59%),349 (5.06)
34,"Luff, Troy",28y 246d,93 (42-2-49 46.24%),65 (0.70),←,
11,"Maxfield, Stuart",26y 108d,152 (76-2-74 50.66%),92 (0.61),63 (41-1-21 65.87%),27 (0.43)
17,"Mooney, Jason",25y 51d,90 (36-0-54 40.00%),48 (0.53),←,
23,"Nicks, Matthew",23y 74d,43 (27-0-16 62.79%),16 (0.37),←,
12,"OFarrell, Brett",20y 204d,5 (4-0-1 80.00%),5 (1.00),←,
19,"OLoughlin, Michael",21y 156d,76 (44-1-31 58.55%),81 (1.07),←,
24,"Orchard, Mark",22y 115d,46 (25-1-20 55.43%),9 (0.20),34 (20-0-14 58.82%),5 (0.15)
1,"Roos, Paul",35y 29d,350 (156-1-193 44.71%),288 (0.82),81 (46-1-34 57.41%),18 (0.22)
22,"Saddington, Jason",18y 276d,15 (9-0-6 60.00%),5 (0.33),←,
2,"Schwass, Wayne",29y 241d,200 (111-0-89 55.50%),113 (0.56),16 (10-0-6 62.50%),16 (1.00)
7,"Seymour, Brad",22y 84d,72 (37-1-34 52.08%),4 (0.06),←,
15,"Stafford, Greg",23y 333d,73 (34-1-38 47.26%),17 (0.23),←,
20,"Stevens, John",27y 41d,36 (22-0-14 61.11%),18 (0.50),←,
33,"Warfe, Rowan",22y 33d,52 (18-0-34 34.62%),2 (0.04),26 (17-0-9 65.38%),1 (0.04)
Totals,Totals,25y 114d,2105 (981-16-1108 46.60%),2368 (1.12),,
C,"Eade, Rodney",40y 113d,65 (41-1-23 63.85%),,←,
