Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
19,"Connors, Daniel",23y 282d,29 (11-1-17 39.66%),11 (0.38),←,
9,"Cotchin, Trent",22y 84d,77 (32-1-44 42.21%),47 (0.61),←,
7,"Dea, Matt",20y 261d,15 (6-0-9 40.00%),,←,
3,"Deledio, Brett",25y 73d,163 (60-4-99 38.04%),110 (0.67),←,
10,"Edwards, Shane",23y 249d,100 (32-4-64 34.00%),54 (0.54),←,
42,"Ellis, Brandon",18y 332d,13 (6-0-7 46.15%),2 (0.15),←,
43,"Elton, Todd",19y 62d,1 (0-0-1 0.00%),,←,
24,"Griffiths, Ben",20y 287d,14 (8-0-6 57.14%),4 (0.29),←,
6,"Grigg, Shaun",24y 72d,77 (32-1-44 42.21%),26 (0.34),34 (14-1-19 42.65%),16 (0.47)
2,"Grimes, Dylan",20y 350d,17 (7-0-10 41.18%),,←,
14,"Houli, Bachar",24y 49d,61 (24-2-35 40.98%),15 (0.25),35 (14-1-20 41.43%),6 (0.17)
23,"Jackson, Daniel",26y 66d,116 (37-3-76 33.19%),37 (0.32),←,
28,"King, Jake",28y 96d,83 (27-4-52 34.94%),51 (0.61),←,
20,"Maric, Ivan",26y 178d,90 (49-0-41 54.44%),34 (0.38),13 (6-0-7 46.15%),6 (0.46)
4,"Martin, Dustin",21y 4d,56 (20-1-35 36.61%),59 (1.05),←,
13,"Miller, Brad",28y 360d,157 (55-2-100 35.67%),120 (0.76),24 (11-0-13 45.83%),31 (1.29)
38,"Morris, Steven",23y 182d,12 (5-0-7 41.67%),1 (0.08),←,
26,"Nahas, Robin",24y 233d,68 (21-2-45 32.35%),77 (1.13),←,
17,"Newman, Chris",30y 43d,205 (67-4-134 33.66%),30 (0.15),←,
18,"Rance, Alex",22y 265d,57 (16-1-40 28.95%),7 (0.12),←,
8,"Riewoldt, Jack",23y 243d,103 (36-3-64 36.41%),235 (2.28),←,
21,"Tuck, Shane",30y 189d,153 (56-3-94 37.58%),62 (0.41),←,
Totals,Totals,24y 31d,1667 (607-36-1024 36.41%),982 (0.59),,
C,"Hardwick, Damien",39y 317d,57 (20-1-36 35.96%),,←,
