Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 244d,114 (47-2-65 42.11%),32 (0.28),←,
18,"Banfield, Todd",21y 19d,36 (9-0-27 25.00%),46 (1.28),←,
20,"Black, Simon",32y 105d,290 (161-4-125 56.21%),161 (0.56),←,
16,"Brown, Jonathan",29y 261d,210 (126-3-81 60.71%),498 (2.37),←,
1,"Clark, Mitch",23y 271d,78 (30-2-46 39.74%),56 (0.72),←,
11,"Hanley, Pearce",22y 244d,28 (6-0-22 21.43%),4 (0.14),←,
26,"Harwood, Ryan",19y 344d,12 (3-0-9 25.00%),4 (0.33),←,
12,"Hawksley, James",22y 162d,24 (8-1-15 35.42%),2 (0.08),←,
28,"Karnezis, Patrick",19y 85d,5 (1-0-4 20.00%),9 (1.80),←,
23,"Leuenberger, Matthew",23y 40d,60 (21-1-38 35.83%),7 (0.12),←,
36,"Maguire, Matt",27y 48d,123 (62-1-60 50.81%),19 (0.15),24 (8-0-16 33.33%),
9,"McGrath, Ashley",28y 58d,170 (84-2-84 50.00%),126 (0.74),←,
40,"McKeever, Niall",22y 151d,4 (1-0-3 25.00%),,←,
24,"Patfull, Joel",26y 222d,115 (46-3-66 41.30%),21 (0.18),←,
31,"Polkinghorne, James",22y 177d,55 (21-1-33 39.09%),30 (0.55),←,
6,"Power, Luke",31y 190d,277 (151-3-123 55.05%),223 (0.81),←,
29,"Raines, Andrew",25y 131d,76 (23-1-52 30.92%),1 (0.01),20 (5-0-15 25.00%),
30,"Redden, Jack",20y 220d,48 (16-1-31 34.38%),22 (0.46),←,
38,"Rockliff, Tom",21y 145d,34 (7-0-27 20.59%),10 (0.29),←,
3,"Sheldon, Sam",22y 131d,34 (16-1-17 48.53%),6 (0.18),←,
14,"Staker, Brent",27y 55d,134 (71-1-62 53.36%),94 (0.70),24 (7-0-17 29.17%),10 (0.42)
32,"Stiller, Cheynee",25y 75d,91 (36-3-52 41.21%),20 (0.22),←,
Totals,Totals,24y 203d,2018 (946-30-1042 46.88%),1391 (0.69),,
C,"Voss, Michael",36y 10d,62 (24-1-37 39.52%),,←,
