Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 54d,136 (46-1-89 34.19%),114 (0.84),←,
15,"Anderson, Noah",24y 47d,107 (42-1-64 39.72%),43 (0.40),←,
1,"Andrew, Mac",21y 122d,43 (19-0-24 44.19%),9 (0.21),←,
35,"Budarick, Connor",23y 364d,39 (19-1-19 50.00%),1 (0.03),←,
33,"Clohesy, Sam",22y 114d,23 (12-0-11 52.17%),6 (0.26),←,
25,"Collins, Sam",30y 294d,130 (51-1-78 39.62%),,116 (48-1-67 41.81%),
3,"Flanders, Sam",23y 255d,68 (26-1-41 38.97%),26 (0.38),←,
26,"Graham, Will",19y 252d,20 (10-0-10 50.00%),13 (0.65),←,
19,"Humphrey, Bailey",20y 206d,43 (22-0-21 51.16%),27 (0.63),←,
40,"Jeffrey, Joel",23y 24d,31 (16-0-15 51.61%),16 (0.52),←,
34,"King, Ben",24y 272d,98 (35-1-62 36.22%),196 (2.00),←,
22,"Long, Ben",27y 227d,114 (49-1-64 43.42%),64 (0.56),35 (17-0-18 48.57%),33 (0.94)
11,"Miller, Touk",29y 42d,194 (58-2-134 30.41%),61 (0.31),←,
2,"Noble, John",28y 11d,115 (69-3-43 61.30%),9 (0.08),3 (3-0-0 100.00%),1 (0.33)
27,"Powell, Wil",25y 222d,108 (43-1-64 40.28%),15 (0.14),←,
20,"Read, Ethan",19y 272d,7 (4-0-3 57.14%),7 (1.00),←,
17,"Rioli, Daniel",27y 354d,186 (101-4-81 55.38%),111 (0.60),3 (3-0-0 100.00%),2 (0.67)
29,"Rogers, Jake",20y 34d,12 (7-0-5 58.33%),5 (0.42),←,
18,"Rowell, Matt",23y 278d,88 (39-0-49 44.32%),25 (0.28),←,
32,"Uwland, Bodhi",21y 254d,27 (14-0-13 51.85%),,←,
4,"Walter, Jed",19y 301d,16 (8-0-8 50.00%),15 (0.94),←,
14,"Weller, Lachie",29y 41d,145 (44-1-100 30.69%),49 (0.34),98 (30-1-67 31.12%),32 (0.33)
28,"Witts, Jarrod",32y 204d,184 (67-1-116 36.68%),42 (0.23),144 (49-1-94 34.38%),24 (0.17)
Totals,Totals,24y 232d,1934 (801-19-1114 41.42%),854 (0.44),,
C,"Hardwick, Damien",52y 230d,333 (184-6-143 56.16%),,26 (14-0-12 53.85%),
