Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
6,"Bate, Matthew",22y 49d,62 (20-0-42 32.26%),60 (0.97),←,
21,"Bell, Daniel",24y 90d,66 (23-1-42 35.61%),1 (0.02),←,
32,"Bruce, Cameron",29y 285d,199 (84-1-114 42.46%),204 (1.03),←,
36,"Davey, Aaron",26y 32d,112 (47-1-64 42.41%),135 (1.21),←,
14,"Dunn, Lynden",22y 59d,46 (14-0-32 30.43%),33 (0.72),←,
8,"Frawley, James",20y 295d,34 (9-0-25 26.47%),1 (0.03),←,
18,"Green, Brad",28y 121d,197 (87-1-109 44.42%),239 (1.21),←,
16,"Grimes, Jack",20y 62d,10 (2-0-8 20.00%),1 (0.10),←,
40,"Jamar, Mark",25y 337d,70 (28-1-41 40.71%),22 (0.31),←,
39,"Jetta, Neville",19y 150d,9 (3-0-6 33.33%),4 (0.44),←,
2,"Jones, Nathan",21y 173d,64 (14-1-49 22.66%),26 (0.41),←,
48,"Jurrah, Liam",20y 293d,4 (2-0-2 50.00%),8 (2.00),←,
34,"Martin, Stefan",22y 237d,21 (5-0-16 23.81%),4 (0.19),←,
23,"McDonald, James",32y 280d,228 (96-1-131 42.32%),51 (0.22),←,
5,"McLean, Brock",23y 123d,90 (36-1-53 40.56%),37 (0.41),←,
22,"Moloney, Brent",25y 165d,84 (32-1-51 38.69%),19 (0.23),61 (20-0-41 32.79%),13 (0.21)
10,"Morton, Cale",19y 175d,34 (5-0-29 14.71%),17 (0.50),←,
15,"Petterd, Ricky",20y 353d,23 (6-0-17 26.09%),21 (0.91),←,
27,"Rivers, Jared",24y 267d,84 (37-1-46 44.64%),4 (0.05),←,
24,"Robertson, Russell",30y 230d,224 (104-1-119 46.65%),419 (1.87),←,
37,"Warnock, Matthew",25y 100d,35 (7-0-28 20.00%),1 (0.03),←,
31,"Wheatley, Paul",28y 91d,134 (62-0-72 46.27%),33 (0.25),←,
Totals,Totals,24y 114d,1830 (723-11-1096 39.51%),1340 (0.73),,
C,"Bailey, Dean",42y 175d,37 (6-0-31 16.22%),,←,
