Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 272d,45 (16-2-27 37.78%),6 (0.13),31 (8-1-22 27.42%),6 (0.19)
40,"Bentick, Adam",21y 47d,31 (7-1-23 24.19%),7 (0.23),←,
19,"Betts, Eddie",19y 246d,35 (6-2-27 20.00%),34 (0.97),←,
13,"Blackwell, Luke",19y 263d,8 (0-1-7 6.25%),2 (0.25),←,
27,"Bryan, Chris",24y 146d,13 (2-1-10 19.23%),7 (0.54),←,
44,"Carrazzo, Andrew",22y 227d,36 (8-2-26 25.00%),8 (0.22),←,
25,"Fevola, Brendan",25y 191d,118 (41-2-75 35.59%),309 (2.62),←,
14,"Fisher, Brad",22y 112d,46 (12-1-33 27.17%),50 (1.09),←,
11,"French, Barnaby",30y 247d,128 (50-3-75 40.23%),37 (0.29),66 (16-2-48 25.76%),17 (0.26)
33,"Houlihan, Ryan",24y 190d,131 (42-2-87 32.82%),84 (0.64),←,
43,"Koutoufides, Anthony",33y 193d,262 (133-3-126 51.34%),218 (0.83),←,
20,"McGrath, Cory",27y 176d,73 (30-2-41 42.47%),18 (0.25),45 (12-2-31 28.89%),4 (0.09)
17,"OhAilpin, Setanta",23y 134d,7 (0-1-6 7.14%),2 (0.29),←,
2,"Russell, Jordan",19y 266d,9 (0-1-8 5.56%),1 (0.11),←,
29,"Scotland, Heath",26y 9d,111 (39-1-71 35.59%),36 (0.32),58 (16-1-41 28.45%),24 (0.41)
6,"Simpson, Kade",22y 86d,38 (9-1-28 25.00%),19 (0.50),←,
24,"Stevens, Nick",26y 208d,186 (89-4-93 48.92%),108 (0.58),59 (15-2-42 27.12%),30 (0.51)
32,"Thornton, Bret",22y 257d,86 (20-1-65 23.84%),1 (0.01),←,
30,"Waite, Jarrad",23y 176d,58 (14-2-42 25.86%),64 (1.10),←,
1,"Walker, Andrew",20y 73d,50 (11-2-37 24.00%),13 (0.26),←,
8,"Whitnall, Lance",26y 341d,196 (84-2-110 43.37%),324 (1.65),←,
34,"Wiggins, Simon",23y 322d,74 (19-1-54 26.35%),19 (0.26),←,
Totals,Totals,24y 41d,1741 (632-38-1071 36.30%),1367 (0.79),,
C,"Pagan, Denis",58y 309d,323 (170-2-151 52.94%),,83 (20-2-61 25.30%),
