Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",24y 226d,135 (51-3-81 38.89%),193 (1.43),←,
18,"Bower, Paul",23y 182d,59 (21-0-38 35.59%),3 (0.05),←,
34,"Duigan, Nick",26y 306d,13 (9-1-3 73.08%),1 (0.08),←,
46,"Ellard, David",22y 119d,19 (12-0-7 63.16%),12 (0.63),←,
38,"Garlett, Jeff",21y 341d,45 (27-1-17 61.11%),86 (1.91),←,
4,"Gibbs, Bryce",22y 117d,104 (47-1-56 45.67%),47 (0.45),←,
23,"Henderson, Lachie",21y 208d,40 (19-1-20 48.75%),30 (0.75),25 (11-1-13 46.00%),27 (1.08)
33,"Houlihan, Ryan",29y 170d,199 (69-2-128 35.18%),127 (0.64),←,
45,"Joseph, Aaron",22y 6d,49 (27-0-22 55.10%),7 (0.14),←,
5,"Judd, Chris",27y 305d,213 (126-3-84 59.86%),187 (0.88),79 (42-1-36 53.80%),49 (0.62)
8,"Kreuzer, Matthew",22y 58d,61 (33-0-28 54.10%),33 (0.54),←,
15,"Laidler, Jeremy",21y 339d,12 (7-1-4 62.50%),1 (0.08),10 (6-1-3 65.00%),1 (0.10)
3,"Murphy, Marc",23y 356d,117 (50-1-66 43.16%),97 (0.83),←,
12,"Robinson, Mitch",22y 33d,40 (24-1-15 61.25%),26 (0.65),←,
2,"Russell, Jordan",24y 246d,108 (47-2-59 44.44%),18 (0.17),←,
29,"Scotland, Heath",30y 354d,214 (85-2-127 40.19%),68 (0.32),161 (62-2-97 39.13%),56 (0.35)
6,"Simpson, Kade",27y 66d,148 (58-2-88 39.86%),91 (0.61),←,
32,"Thornton, Bret",27y 237d,173 (60-1-112 34.97%),14 (0.08),←,
30,"Waite, Jarrad",28y 156d,143 (48-3-92 34.62%),169 (1.18),←,
1,"Walker, Andrew",25y 53d,118 (40-3-75 35.17%),74 (0.63),←,
11,"Warnock, Robert",24y 172d,44 (22-1-21 51.14%),11 (0.25),23 (12-1-10 54.35%),7 (0.30)
13,"Yarran, Chris",20y 203d,36 (18-1-17 51.39%),27 (0.75),←,
Totals,Totals,24y 227d,2090 (900-30-1160 43.06%),1322 (0.63),,
C,"Ratten, Brett",39y 364d,89 (44-1-44 50.00%),,←,
