Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",25y 150d,62 (18-2-42 30.65%),14 (0.23),48 (10-1-37 21.88%),14 (0.29)
19,"Betts, Eddie",21y 124d,59 (9-2-48 16.95%),63 (1.07),←,
18,"Bower, Paul",20y 80d,14 (0-0-14 0.00%),2 (0.14),←,
44,"Carrazzo, Andrew",24y 105d,65 (13-2-50 21.54%),16 (0.25),←,
28,"Cloke, Cameron",23y 100d,29 (11-0-18 37.93%),14 (0.48),8 (2-0-6 25.00%),3 (0.38)
37,"Edwards, Jake",20y 83d,2 (0-0-2 0.00%),2 (1.00),←,
25,"Fevola, Brendan",27y 69d,144 (46-2-96 32.64%),391 (2.72),←,
14,"Fisher, Brad",23y 355d,71 (17-1-53 24.65%),95 (1.34),←,
4,"Gibbs, Bryce",19y 14d,24 (4-0-20 16.67%),5 (0.21),←,
10,"Hadley, Richard",25y,43 (22-2-19 53.49%),10 (0.23),2 (0-0-2 0.00%),
22,"Hampson, Shaun",20y 8d,3 (0-0-3 0.00%),2 (0.67),←,
33,"Houlihan, Ryan",26y 68d,159 (47-2-110 30.19%),96 (0.60),←,
5,"Judd, Chris",24y 203d,136 (84-2-50 62.50%),138 (1.01),2 (0-0-2 0.00%),
3,"Murphy, Marc",20y 254d,37 (6-0-31 16.22%),20 (0.54),←,
17,"OhAilpin, Setanta",25y 11d,36 (5-1-30 15.28%),16 (0.44),←,
36,"Pfeiffer, Darren",20y 183d,1 (0-0-1 0.00%),1 (1.00),←,
2,"Russell, Jordan",21y 144d,30 (4-1-25 15.00%),4 (0.13),←,
29,"Scotland, Heath",27y 252d,140 (44-1-95 31.79%),43 (0.31),87 (21-1-65 24.71%),31 (0.36)
6,"Simpson, Kade",23y 329d,67 (14-1-52 21.64%),38 (0.57),←,
24,"Stevens, Nick",28y 86d,194 (92-4-98 48.45%),112 (0.58),67 (18-2-47 28.36%),34 (0.51)
32,"Thornton, Bret",24y 135d,111 (25-1-85 22.97%),1 (0.01),←,
30,"Waite, Jarrad",25y 54d,87 (19-2-66 22.99%),100 (1.15),←,
Totals,Totals,23y 194d,1514 (480-26-1008 31.70%),1183 (0.78),,
C,"Ratten, Brett",36y 262d,8 (0-0-8 0.00%),,←,
