Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",21y 299d,31 (9-0-22 29.03%),7 (0.23),20 (6-0-14 30.00%),6 (0.30)
2,"Draper, Sam",23y 299d,39 (12-0-27 30.77%),14 (0.36),←,
22,"Durham, Sam",21y 15d,23 (9-0-14 39.13%),6 (0.26),←,
35,"Guelfi, Matt",24y 344d,79 (38-1-40 48.73%),26 (0.33),←,
33,"Ham, Brayden",23y 90d,45 (19-0-26 42.22%),9 (0.20),←,
21,"Heppell, Dyson",30y 71d,209 (98-2-109 47.37%),65 (0.31),←,
19,"Hind, Nick",27y 339d,60 (26-0-34 43.33%),22 (0.37),39 (17-0-22 43.59%),5 (0.13)
8,"Hobbs, Ben",18y 311d,14 (5-0-9 35.71%),7 (0.50),←,
23,"Jones, Harry",21y 149d,24 (11-0-13 45.83%),31 (1.29),←,
29,"Kelly, Jake",27y 184d,127 (55-1-71 43.70%),2 (0.02),17 (5-0-12 29.41%),1 (0.06)
4,"Langford, Kyle",25y 235d,104 (42-1-61 40.87%),73 (0.70),←,
15,"Laverde, Jayden",26y 103d,87 (37-0-50 42.53%),37 (0.43),←,
37,"Martin, Nic",21y 112d,17 (6-0-11 35.29%),18 (1.06),←,
1,"McGrath, Andrew",24y 52d,108 (52-1-55 48.61%),19 (0.18),←,
7,"Merrett, Zach",26y 294d,180 (76-2-102 42.78%),55 (0.31),←,
34,"Phillips, Andrew",31y 21d,62 (18-0-44 29.03%),23 (0.37),21 (12-0-9 57.14%),8 (0.38)
27,"Redman, Mason",24y 332d,76 (34-1-41 45.39%),10 (0.13),←,
14,"Ridley, Jordan",23y 277d,64 (26-1-37 41.41%),,←,
9,"Shiel, Dylan",29y 137d,197 (84-4-109 43.65%),83 (0.42),62 (25-1-36 41.13%),19 (0.31)
11,"Snelling, Will",24y 352d,48 (23-1-24 48.96%),23 (0.48),47 (22-1-24 47.87%),22 (0.47)
25,"Stringer, Jake",28y 90d,168 (85-0-83 50.60%),298 (1.77),79 (37-0-42 46.84%),138 (1.75)
20,"Wright, Peter",25y 319d,105 (29-0-76 27.62%),159 (1.51),39 (16-0-23 41.03%),74 (1.90)
30,"Zerk-Thatcher, Brandon",23y 333d,25 (12-1-12 50.00%),,←,
Totals,Totals,25y 32d,1892 (806-16-1070 42.60%),987 (0.52),,
C,"Rutten, Ben",39y 57d,40 (16-0-24 40.00%),,←,
