Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 278d,254 (108-1-145 42.72%),171 (0.67),←,
43,"Browne, Andrew",18y 262d,1 (0-0-1 0.00%),,←,
7,"Brown, Nathan",31y 44d,207 (89-4-114 43.96%),333 (1.61),70 (25-1-44 36.43%),127 (1.81)
32,"Cousins, Ben",30y 269d,239 (134-3-102 56.69%),205 (0.86),1 (0-0-1 0.00%),
3,"Deledio, Brett",21y 342d,85 (35-2-48 42.35%),68 (0.80),←,
10,"Edwards, Shane",20y 152d,33 (10-2-21 33.33%),23 (0.70),←,
41,"Foley, Nathan",23y 199d,71 (25-2-44 36.62%),18 (0.25),←,
23,"Jackson, Daniel",22y 335d,48 (15-1-32 32.29%),15 (0.31),←,
16,"McGuane, Luke",22y 42d,33 (11-1-21 34.85%),,←,
13,"McMahon, Jordan",25y 303d,137 (56-4-77 42.34%),43 (0.31),23 (11-1-11 50.00%),6 (0.26)
40,"Moore, Kelvin",25y 1d,47 (13-1-33 28.72%),9 (0.19),←,
20,"Morton, Mitch",22y 57d,30 (15-1-14 51.67%),50 (1.67),18 (9-1-8 52.78%),39 (2.17)
17,"Newman, Chris",26y 312d,134 (45-2-87 34.33%),17 (0.13),←,
4,"Raines, Andrew",23y 18d,54 (18-1-35 34.26%),1 (0.02),←,
12,"Richardson, Matthew",34y 7d,277 (115-2-160 41.88%),792 (2.86),←,
8,"Riewoldt, Jack",20y 146d,27 (11-1-15 42.59%),26 (0.96),←,
25,"Schulz, Jay",23y 342d,68 (24-2-42 36.76%),56 (0.82),←,
5,"Simmonds, Troy",30y 256d,180 (84-1-95 46.94%),125 (0.69),76 (32-1-43 42.76%),59 (0.78)
30,"Tambling, Richard",22y 195d,76 (32-2-42 43.42%),51 (0.67),←,
2,"Thursfield, Will",22y 341d,41 (13-2-26 34.15%),,←,
21,"Tuck, Shane",27y 92d,92 (35-2-55 39.13%),44 (0.48),←,
35,"White, Matt",21y 345d,39 (16-2-21 43.59%),14 (0.36),←,
Totals,Totals,24y 347d,2173 (904-39-1230 41.60%),2061 (0.95),,
C,"Wallace, Terry",50y 103d,237 (114-4-119 48.95%),,89 (35-2-52 40.45%),
