Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",19y 284d,3 (1-0-2 33.33%),2 (0.67),←,
1,"Boak, Travis",26y 302d,164 (73-1-90 44.82%),96 (0.59),←,
5,"Broadbent, Matthew",24y 302d,112 (47-1-64 42.41%),41 (0.37),←,
27,"Carlile, Alipate",28y 30d,161 (70-1-90 43.79%),5 (0.03),←,
17,"Clurey, Tom",21y 68d,2 (2-0-0 100.00%),,←,
7,"Ebert, Brad",25y 58d,156 (66-1-89 42.63%),81 (0.52),80 (38-1-41 48.13%),48 (0.60)
9,"Gray, Robbie",27y 61d,123 (54-0-69 43.90%),168 (1.37),←,
46,"Gray, Sam",23y 118d,9 (6-0-3 66.67%),6 (0.67),←,
8,"Hartlett, Hamish",24y 289d,99 (42-1-56 42.93%),60 (0.61),←,
36,"Hombsch, Jack",22y 84d,48 (22-0-26 45.83%),,39 (22-0-17 56.41%),
24,"Impey, Jarman",19y 325d,23 (12-0-11 52.17%),3 (0.13),←,
42,"Jonas, Tom",24y 141d,65 (30-1-34 46.92%),1 (0.02),←,
48,"Krakouer, Nathan",27y 25d,60 (26-0-34 43.33%),16 (0.27),47 (25-0-22 53.19%),8 (0.17)
23,"Lobbe, Matthew",26y 107d,73 (35-0-38 47.95%),17 (0.23),←,
6,"Monfries, Angus",28y 131d,200 (84-3-113 42.75%),237 (1.18),50 (26-0-24 52.00%),72 (1.44)
29,"Pittard, Jasper",24y 59d,65 (34-0-31 52.31%),9 (0.14),←,
28,"Schulz, Jay",30y 42d,176 (72-3-101 41.76%),301 (1.71),105 (48-1-56 46.19%),243 (2.31)
14,"Stewart, Paul",27y 324d,82 (33-0-49 40.24%),32 (0.39),←,
39,"Westhoff, Justin",28y 241d,168 (74-1-93 44.35%),211 (1.26),←,
19,"White, Matt",28y 45d,136 (63-4-69 47.79%),85 (0.63),31 (19-0-12 61.29%),31 (1.00)
16,"Wines, Ollie",20y 235d,54 (31-0-23 57.41%),24 (0.44),←,
20,"Wingard, Chad",21y 305d,76 (37-1-38 49.34%),109 (1.43),←,
Totals,Totals,25y 13d,2055 (914-18-1123 44.48%),1504 (0.73),,
C,"Hinkley, Ken",48y 242d,57 (33-0-24 57.89%),,←,
