Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",28y 109d,207 (76-2-129 37.20%),139 (0.67),←,
26,"Caven, Peter",25y 47d,53 (19-0-34 35.85%),21 (0.40),14 (4-0-10 28.57%),4 (0.29)
8,"Cresswell, Daryn",24y 41d,60 (8-0-52 13.33%),57 (0.95),←,
5,"Daniels, Jayson",24y 133d,123 (34-1-88 28.05%),21 (0.17),49 (9-0-40 18.37%),2 (0.04)
18,"Direen, Scott",22y 255d,30 (7-0-23 23.33%),8 (0.27),←,
6,"Dunkley, Andrew",27y 3d,66 (11-1-54 17.42%),6 (0.09),←,
29,"Garlick, Simon",20y 83d,17 (6-0-11 35.29%),14 (0.82),←,
20,"Gaspar, Darren",19y 43d,13 (4-0-9 30.77%),,←,
9,"Grant, Shannon",18y 74d,5 (1-0-4 20.00%),4 (0.80),←,
39,"Heuskes, Adam",19y 104d,20 (6-0-14 30.00%),3 (0.15),←,
11,"Kappler, Darren",30y 160d,138 (41-0-97 29.71%),113 (0.82),51 (11-0-40 21.57%),62 (1.22)
14,"Kelly, Paul",25y 339d,103 (19-2-82 19.42%),58 (0.56),←,
24,"Kickett, Derek",32y 269d,119 (59-1-59 50.00%),149 (1.25),30 (7-0-23 23.33%),43 (1.43)
3,"Lewis, Dale",26y 59d,91 (17-2-72 19.78%),107 (1.18),←,
4,"Lockett, Tony",29y 115d,193 (72-0-121 37.31%),947 (4.91),10 (4-0-6 40.00%),49 (4.90)
34,"Luff, Troy",25y 222d,37 (7-1-29 20.27%),31 (0.84),←,
2,"McRae, Dean",26y 232d,129 (43-1-85 33.72%),46 (0.36),48 (9-0-39 18.75%),21 (0.44)
38,"OLoughlin, Michael",18y 132d,9 (3-0-6 33.33%),12 (1.33),←,
16,"Rocca, Anthony",17y 321d,6 (2-0-4 33.33%),6 (1.00),←,
1,"Roos, Paul",32y 5d,282 (114-0-168 40.43%),274 (0.97),13 (4-0-9 30.77%),4 (0.31)
15,"Stafford, Greg",20y 309d,15 (1-0-14 6.67%),4 (0.27),←,
Totals,Totals,24y 180d,1716 (550-11-1155 32.05%),2020 (1.18),,
C,"Barassi, Ron",59y 125d,506 (272-4-230 54.15%),,50 (9-0-41 18.00%),
