Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
29,"Alger, Jasper",18y 200d,3 (0-0-3 0.00%),2 (0.67),←,
21,"Balta, Noah",25y 255d,112 (54-2-56 49.11%),37 (0.33),←,
41,"Banks, Sam",22y 94d,36 (7-0-29 19.44%),5 (0.14),←,
46,"Blight, Jacob",23y 203d,10 (1-0-9 10.00%),3 (0.30),←,
35,"Broad, Nathan",32y 81d,164 (90-3-71 55.79%),4 (0.02),←,
30,"Brown, Tom",21y 340d,35 (5-0-30 14.29%),9 (0.26),←,
44,"Campbell, Seth",20y 188d,37 (5-0-32 13.51%),31 (0.84),←,
26,"Faull, Jonty",19y 154d,12 (2-0-10 16.67%),5 (0.42),←,
2,"Hopper, Jacob",28y 149d,158 (73-3-82 47.15%),55 (0.35),44 (10-1-33 23.86%),13 (0.30)
22,"Lalor, Sam",18y 309d,11 (3-0-8 27.27%),11 (1.00),←,
7,"Mansell, Rhyan",25y 31d,66 (16-1-49 25.00%),42 (0.64),←,
33,"McIntosh, Kamdyn",31y 93d,206 (110-3-93 54.13%),60 (0.29),←,
12,"Miller, Ben",25y 308d,62 (17-3-42 29.84%),9 (0.15),←,
25,"Nankervis, Toby",30y 327d,172 (93-2-77 54.65%),44 (0.26),160 (86-2-72 54.38%),41 (0.26)
3,"Prestia, Dion",32y 266d,230 (104-3-123 45.87%),75 (0.33),135 (78-3-54 58.89%),45 (0.33)
13,"Ralphsmith, Hugo",23y 238d,62 (17-1-44 28.23%),21 (0.34),←,
17,"Rioli, Maurice",22y 307d,42 (18-2-22 45.24%),30 (0.71),←,
5,"Ross, Jack",24y 305d,86 (37-2-47 44.19%),19 (0.22),←,
38,"Sims, Tom",19y 54d,7 (1-0-6 14.29%),2 (0.29),←,
40,"Sonsie, Tyler",22y 159d,33 (7-1-25 22.73%),9 (0.27),←,
14,"Taranto, Tim",27y 158d,168 (74-3-91 44.94%),83 (0.49),54 (15-1-38 28.70%),35 (0.65)
31,"Trainor, Luke",19y 86d,16 (3-0-13 18.75%),1 (0.06),←,
1,"Vlastuin, Nick",31y 77d,249 (134-4-111 54.62%),29 (0.12),←,
Totals,Totals,24y 254d,1977 (871-33-1073 44.06%),586 (0.30),,
C,"Yze, Adem",47y 287d,40 (6-0-34 15.00%),,39 (5-0-34 12.82%),
