Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",34y 192d,341 (163-3-175 48.24%),630 (1.85),209 (85-3-121 41.39%),320 (1.53)
46,"Cottrell, Matthew",21y 98d,15 (7-0-8 46.67%),5 (0.33),←,
9,"Cripps, Patrick",26y 80d,130 (35-1-94 27.31%),62 (0.48),←,
35,"Curnow, Ed",31y 211d,194 (71-2-121 37.11%),44 (0.23),←,
12,"De Koning, Tom",21y 325d,12 (4-0-8 33.33%),5 (0.42),←,
15,"Docherty, Sam",27y 232d,120 (39-1-80 32.92%),14 (0.12),107 (33-1-73 31.31%),13 (0.12)
2,"Dow, Paddy",21y 233d,49 (11-0-38 22.45%),16 (0.33),←,
25,"Fisher, Zac",22y 356d,66 (14-0-52 21.21%),28 (0.42),←,
14,"Jones, Liam",30y 102d,154 (53-0-101 34.42%),84 (0.55),88 (26-0-62 29.55%),16 (0.18)
21,"Martin, Jack",26y 128d,115 (31-1-83 27.39%),96 (0.83),18 (6-0-12 33.33%),15 (0.83)
10,"McKay, Harry",23y 164d,60 (17-0-43 28.33%),109 (1.82),←,
3,"Murphy, Marc",33y 322d,295 (115-1-179 39.15%),196 (0.66),←,
24,"Newman, Nic",28y 142d,57 (28-0-29 49.12%),14 (0.25),26 (8-0-18 30.77%),6 (0.23)
32,"Newnes, Jack",28y 102d,181 (65-2-114 36.46%),70 (0.39),26 (10-0-16 38.46%),15 (0.58)
44,"Owies, Matthew",24y 79d,7 (3-0-4 42.86%),10 (1.43),←,
27,"Pittonet, Marc",25y 3d,32 (14-0-18 43.75%),4 (0.13),25 (9-0-16 36.00%),4 (0.16)
42,"Saad, Adam",26y 318d,121 (47-2-72 39.67%),9 (0.07),12 (4-0-8 33.33%),1 (0.08)
43,"Setterfield, Will",23y 121d,43 (16-0-27 37.21%),11 (0.26),41 (15-0-26 36.59%),11 (0.27)
1,"Silvagni, Jack",23y 171d,70 (18-0-52 25.71%),51 (0.73),←,
13,"Stocker, Liam",21y 134d,12 (2-0-10 16.67%),1 (0.08),←,
18,"Walsh, Sam",20y 339d,51 (18-0-33 35.29%),19 (0.37),←,
23,"Weitering, Jacob",23y 195d,105 (28-0-77 26.67%),10 (0.10),←,
6,"Williams, Zac",26y 259d,122 (61-0-61 50.00%),30 (0.25),9 (2-0-7 22.22%),3 (0.33)
Totals,Totals,25y 298d,2352 (860-13-1479 36.56%),1518 (0.65),,
C,"Teague, David",40y 32d,40 (17-0-23 42.50%),,←,
