Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",24y 185d,98 (31-1-66 32.14%),36 (0.37),67 (28-1-38 42.54%),24 (0.36)
14,"Aish, James",22y 136d,56 (17-0-39 30.36%),20 (0.36),24 (9-0-15 37.50%),12 (0.50)
46,"Cox, Mason",27y 10d,21 (7-0-14 33.33%),27 (1.29),←,
25,"Crisp, Jack",24y 173d,85 (35-1-49 41.76%),41 (0.48),67 (28-1-38 42.54%),31 (0.46)
39,"Crocker, Ben",21y 33d,14 (5-0-9 35.71%),15 (1.07),←,
15,"Dunn, Lynden",30y 314d,183 (51-3-129 28.69%),98 (0.54),18 (8-1-9 47.22%),1 (0.06)
4,"Grundy, Brodie",23y 343d,83 (39-1-43 47.59%),27 (0.33),←,
32,"Hoskin-Elliott, Will",24y 203d,75 (21-1-53 28.67%),61 (0.81),23 (9-1-13 41.30%),19 (0.83)
38,"Howe, Jeremy",27y 268d,142 (39-1-102 27.82%),87 (0.61),42 (17-1-24 41.67%),7 (0.17)
8,"Langdon, Tom",23y 288d,58 (25-1-32 43.97%),2 (0.03),←,
37,"Maynard, Brayden",21y 185d,52 (19-1-32 37.50%),12 (0.23),←,
30,"Moore, Darcy",22y 58d,48 (19-1-28 40.63%),59 (1.23),←,
9,"Murray, Sam",20y 203d,1 (0-0-1 0.00%),,←,
10,"Pendlebury, Scott",30y 76d,253 (150-2-101 59.68%),157 (0.62),←,
21,"Phillips, Tom",21y 321d,25 (10-1-14 42.00%),12 (0.48),←,
20,"Reid, Ben",28y 329d,137 (78-3-56 58.03%),52 (0.38),←,
22,"Sidebottom, Steele",27y 81d,186 (112-3-71 61.02%),140 (0.75),←,
40,"Smith, Josh",24y 81d,32 (13-0-19 40.63%),6 (0.19),←,
35,"Stephenson, Jaidyn",19y 68d,1 (0-0-1 0.00%),,←,
24,"Thomas, Josh",26y 174d,42 (25-1-16 60.71%),26 (0.62),←,
7,"Treloar, Adam",25y 15d,123 (38-1-84 31.30%),74 (0.60),44 (18-1-25 42.05%),26 (0.59)
18,"Varcoe, Travis",29y 348d,186 (136-0-50 73.12%),148 (0.80),48 (22-0-26 45.83%),18 (0.38)
Totals,Totals,24y 326d,1901 (870-22-1009 45.77%),1100 (0.58),,
C,"Buckley, Nathan",45y 241d,137 (70-1-66 51.46%),,←,
