Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 177d,148 (60-2-86 41.22%),38 (0.26),←,
8,"Bewick, Rohan",23y 213d,35 (14-0-21 40.00%),30 (0.86),←,
20,"Black, Simon",34y 38d,315 (171-4-140 54.92%),169 (0.54),←,
16,"Brown, Jonathan",31y 194d,237 (137-3-97 58.44%),557 (2.35),←,
42,"Clarke, Justin",19y 174d,3 (1-0-2 33.33%),,←,
41,"Golby, Mitch",21y 220d,28 (10-0-18 35.71%),2 (0.07),←,
6,"Green, Josh",20y 260d,24 (11-0-13 45.83%),22 (0.92),←,
11,"Hanley, Pearce",24y 177d,62 (18-0-44 29.03%),16 (0.26),←,
35,"Lester, Ryan",20y 258d,25 (10-0-15 40.00%),6 (0.24),←,
23,"Leuenberger, Matthew",24y 338d,75 (25-1-49 34.00%),17 (0.23),←,
19,"Lisle, Jordan",22y 303d,11 (7-0-4 63.64%),6 (0.55),6 (3-0-3 50.00%),5 (0.83)
32,"Mayes, Sam",18y 356d,5 (2-0-3 40.00%),,←,
9,"McGrath, Ashley",29y 356d,195 (93-2-100 48.21%),147 (0.75),←,
21,"Merrett, Daniel",28y 150d,142 (59-3-80 42.61%),43 (0.30),←,
3,"Moloney, Brent",29y 103d,152 (51-3-98 34.54%),38 (0.25),7 (2-0-5 28.57%),1 (0.14)
24,"Patfull, Joel",28y 155d,146 (58-3-85 40.75%),21 (0.14),←,
31,"Polkinghorne, James",24y 110d,87 (33-1-53 38.51%),51 (0.59),←,
29,"Raines, Andrew",27y 64d,106 (35-1-70 33.49%),10 (0.09),50 (17-0-33 34.00%),9 (0.18)
30,"Redden, Jack",22y 153d,83 (29-1-53 35.54%),39 (0.47),←,
38,"Rockliff, Tom",23y 78d,69 (20-0-49 28.99%),38 (0.55),←,
26,"Yeo, Elliot",19y 222d,14 (5-0-9 35.71%),,←,
15,"Zorko, Dayne",24y 91d,23 (10-0-13 43.48%),24 (1.04),←,
Totals,Totals,24y 323d,1985 (859-24-1102 43.27%),1274 (0.64),,
C,"Voss, Michael",37y 308d,97 (37-1-59 38.66%),,←,
