Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",33y 20d,297 (157-2-138 53.20%),384 (1.29),105 (33-0-72 31.43%),122 (1.16)
20,"Barlow, Michael",29y 167d,136 (82-1-53 60.66%),89 (0.65),10 (4-0-6 40.00%),8 (0.80)
41,"Brodie, Will",18y 284d,2 (1-0-1 50.00%),,←,
33,"Hall, Aaron",26y 206d,88 (31-1-56 35.80%),72 (0.82),←,
1,"Hanley, Pearce",28y 200d,132 (39-0-93 29.55%),58 (0.44),3 (1-0-2 33.33%),
5,"Harbrow, Jarrod",28y 320d,192 (76-2-114 40.10%),53 (0.28),122 (36-1-85 29.92%),32 (0.26)
38,"Joyce, Jesse",19y 290d,21 (7-0-14 33.33%),1 (0.05),←,
10,"Kolodjashnij, Kade",21y 298d,68 (20-1-47 30.15%),13 (0.19),←,
23,"Lemmens, Sean",22y 213d,59 (19-1-39 33.05%),12 (0.20),←,
21,"Leslie, Jack",22y 37d,14 (3-0-11 21.43%),,←,
19,"Lynch, Tom",24y 215d,112 (32-1-79 29.02%),215 (1.92),←,
25,"Lyons, Jarryd",24y 316d,65 (38-0-27 58.46%),36 (0.55),10 (4-0-6 40.00%),4 (0.40)
4,"Martin, Jack",22y 125d,54 (17-1-36 32.41%),42 (0.78),←,
32,"Matera, Brandon",25y 84d,99 (30-1-68 30.81%),121 (1.22),←,
17,"May, Steven",25y 144d,96 (32-1-63 33.85%),17 (0.18),←,
11,"Miller, Touk",21y 101d,50 (12-1-37 25.00%),15 (0.30),←,
3,"Rosa, Matt",30y 192d,191 (94-1-96 49.48%),43 (0.23),23 (7-0-16 30.43%),4 (0.17)
42,"Saad, Adam",22y 315d,36 (11-1-24 31.94%),1 (0.03),←,
6,"Sexton, Alex",23y 182d,65 (19-0-46 29.23%),38 (0.58),←,
24,"Swallow, David",24y 196d,86 (26-0-60 30.23%),41 (0.48),←,
28,"Witts, Jarrod",24y 263d,50 (22-0-28 44.00%),19 (0.38),10 (4-0-6 40.00%),1 (0.10)
30,"Wright, Peter",20y 268d,30 (7-0-23 23.33%),40 (1.33),←,
Totals,Totals,24y 235d,1943 (775-15-1153 39.89%),1310 (0.67),,
C,"Eade, Rodney",59y 60d,368 (183-5-180 50.41%),,54 (14-1-39 26.85%),
