Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 222d,33 (7-0-26 21.21%),21 (0.64),←,
9,"Ainsworth, Ben",20y 98d,22 (5-0-17 22.73%),18 (0.82),←,
31,"Ballard, Charlie",18y 300d,3 (0-0-3 0.00%),1 (0.33),←,
29,"Bowes, Jack",20y 113d,19 (5-0-14 26.32%),4 (0.21),←,
32,"Crossley, Brayden",18y 276d,3 (0-0-3 0.00%),1 (0.33),←,
33,"Hall, Aaron",27y 191d,102 (33-1-68 32.84%),76 (0.75),←,
5,"Harbrow, Jarrod",29y 305d,211 (80-2-129 38.39%),53 (0.25),141 (40-1-100 28.72%),32 (0.23)
40,"Heron, Jacob",18y 160d,1 (0-0-1 0.00%),1 (1.00),←,
39,"Holman, Nick",22y 355d,18 (4-0-14 22.22%),2 (0.11),9 (3-0-6 33.33%),2 (0.22)
21,"Leslie, Jack",23y 22d,21 (5-0-16 23.81%),,←,
25,"Lyons, Jarryd",25y 301d,82 (43-0-39 52.44%),47 (0.57),27 (9-0-18 33.33%),15 (0.56)
17,"May, Steven",26y 129d,114 (37-1-76 32.89%),20 (0.18),←,
11,"Miller, Touk",22y 86d,69 (16-1-52 23.91%),21 (0.30),←,
35,"Rischitelli, Michael",32y 131d,223 (79-3-141 36.10%),88 (0.39),112 (30-0-82 26.79%),41 (0.37)
3,"Rosa, Matt",31y 177d,207 (98-1-108 47.58%),45 (0.22),39 (11-0-28 28.21%),6 (0.15)
18,"Scheer, Brad",19y 261d,7 (1-0-6 14.29%),,←,
6,"Sexton, Alex",24y 167d,84 (24-0-60 28.57%),51 (0.61),←,
24,"Swallow, David",25y 181d,106 (31-0-75 29.25%),54 (0.51),←,
16,"Thompson, Rory",27y 68d,95 (29-1-65 31.05%),7 (0.07),←,
14,"Weller, Lachie",22y 85d,56 (17-0-39 30.36%),18 (0.32),9 (3-0-6 33.33%),1 (0.11)
28,"Witts, Jarrod",25y 248d,67 (27-0-40 40.30%),21 (0.31),27 (9-0-18 33.33%),3 (0.11)
15,"Young, Aaron",25y 164d,85 (41-1-43 48.82%),70 (0.82),9 (3-0-6 33.33%),8 (0.89)
Totals,Totals,24y 18d,1628 (582-11-1035 35.75%),619 (0.38),,
C,"Dew, Stuart",38y 274d,9 (3-0-6 33.33%),,←,
