Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",24y 138d,49 (25-0-24 51.02%),3 (0.06),←,
19,"Betts, Eddie",24y 164d,127 (46-3-78 37.40%),177 (1.39),←,
44,"Carrazzo, Andrew",27y 145d,129 (48-3-78 38.37%),38 (0.29),←,
35,"Curnow, Ed",21y 183d,7 (5-1-1 78.57%),3 (0.43),←,
34,"Duigan, Nick",26y 244d,7 (5-1-1 78.57%),,←,
46,"Ellard, David",22y 57d,11 (7-0-4 63.64%),5 (0.45),←,
38,"Garlett, Jeff",21y 279d,37 (22-1-14 60.81%),68 (1.84),←,
4,"Gibbs, Bryce",22y 55d,96 (42-1-53 44.27%),44 (0.46),←,
40,"Jamison, Michael",24y 332d,62 (29-1-32 47.58%),,←,
45,"Joseph, Aaron",21y 309d,48 (27-0-21 56.25%),6 (0.13),←,
5,"Judd, Chris",27y 243d,205 (121-3-81 59.76%),182 (0.89),71 (37-1-33 52.82%),44 (0.62)
3,"Murphy, Marc",23y 294d,109 (45-1-63 41.74%),86 (0.79),←,
17,"OhAilpin, Setanta",28y 52d,74 (30-1-43 41.22%),58 (0.78),←,
12,"Robinson, Mitch",21y 336d,33 (19-1-13 59.09%),21 (0.64),←,
2,"Russell, Jordan",24y 184d,100 (42-2-56 43.00%),16 (0.16),←,
29,"Scotland, Heath",30y 292d,206 (80-2-124 39.32%),67 (0.33),153 (57-2-94 37.91%),55 (0.36)
6,"Simpson, Kade",27y 4d,140 (53-2-85 38.57%),84 (0.60),←,
32,"Thornton, Bret",27y 175d,165 (55-1-109 33.64%),13 (0.08),←,
30,"Waite, Jarrad",28y 94d,138 (45-3-90 33.70%),162 (1.17),←,
1,"Walker, Andrew",24y 356d,110 (35-3-72 33.18%),52 (0.47),←,
11,"Warnock, Robert",24y 110d,40 (21-1-18 53.75%),11 (0.28),19 (11-1-7 60.53%),7 (0.37)
13,"Yarran, Chris",20y 141d,28 (13-1-14 48.21%),24 (0.86),←,
Totals,Totals,24y 307d,1921 (815-32-1074 42.43%),1120 (0.58),,
C,"Ratten, Brett",39y 302d,81 (39-1-41 48.77%),,←,
