Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",24y 187d,128 (37-1-90 29.30%),75 (0.59),←,
17,"Bartlett, Trent",19y 125d,9 (5-0-4 55.56%),1 (0.11),←,
1,"Champion, Richard",27y 351d,95 (28-1-66 30.00%),34 (0.36),←,
16,"Clarke, Matthew",22y 194d,45 (20-0-25 44.44%),4 (0.09),←,
14,"Dickfos, Danny",25y 182d,1 (1-0-0 100.00%),,←,
6,"Fletcher, Adrian",26y 172d,108 (48-0-60 44.44%),54 (0.50),63 (23-0-40 36.51%),34 (0.54)
8,"Gowers, Andrew",26y 354d,108 (67-0-41 62.04%),55 (0.51),19 (8-0-11 42.11%),1 (0.05)
32,"Hart, Shaun",24y 318d,83 (23-1-59 28.31%),61 (0.73),←,
29,"Johnson, Troy",18y 248d,1 (1-0-0 100.00%),,←,
41,"Kennedy, Matthew",26y 55d,90 (24-0-66 26.67%),21 (0.23),←,
18,"Lambert, Craig",27y 177d,153 (45-0-108 29.41%),63 (0.41),30 (12-0-18 40.00%),10 (0.33)
44,"Lappin, Nigel",19y 283d,37 (16-0-21 43.24%),26 (0.70),←,
11,"Lynch, Alastair",27y 285d,135 (51-0-84 37.78%),214 (1.59),15 (7-0-8 46.67%),41 (2.73)
2,"McAdam, Gilbert",29y,93 (49-1-43 53.23%),82 (0.88),40 (19-0-21 47.50%),34 (0.85)
19,"McLean, Michael",31y 27d,178 (72-2-104 41.01%),40 (0.22),83 (25-0-58 30.12%),17 (0.20)
4,"McRae, Craig",22y 190d,24 (11-0-13 45.83%),29 (1.21),←,
24,"Merrett, Roger",35y 346d,297 (140-3-154 47.64%),413 (1.39),148 (43-1-104 29.39%),265 (1.79)
22,"Scott, Chris",19y 332d,34 (14-0-20 41.18%),17 (0.50),←,
38,"Scott, Dion",25y 364d,43 (17-0-26 39.53%),29 (0.67),37 (16-0-21 43.24%),29 (0.78)
3,"Voss, Michael",20y 267d,56 (22-0-34 39.29%),51 (0.91),←,
33,"White, Darryl",22y 292d,69 (24-1-44 35.51%),70 (1.01),←,
Totals,Totals,25y 17d,1787 (715-10-1062 40.01%),1339 (0.75),,
C,"Northey, John",52y 275d,257 (129-2-126 50.58%),,1 (1-0-0 100.00%),
