St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",22y 81d,45 (11-1-33 25.56%),13 (0.29),←,
22,"Begley, James",22y 20d,33 (6-2-25 21.21%),5 (0.15),←,
6,"Black, Heath",23y 75d,84 (21-0-63 25.00%),41 (0.49),15 (3-0-12 20.00%),6 (0.40)
18,"Cripps, Jason",25y 301d,57 (28-1-28 50.00%),10 (0.18),←,
26,"Dal Santo, Nick",18y 170d,15 (3-1-11 23.33%),6 (0.40),←,
10,"Everitt, Peter",28y 100d,177 (73-2-102 41.81%),294 (1.66),←,
9,"Gehrig, Fraser",26y 161d,144 (69-1-74 48.26%),173 (1.20),29 (6-0-23 20.69%),14 (0.48)
2,"Hamill, Aaron",24y 356d,130 (57-0-73 43.85%),162 (1.25),38 (8-0-30 21.05%),48 (1.26)
7,"Hayes, Lenny",22y 209d,68 (18-2-48 27.94%),27 (0.40),←,
8,"Hudghton, Max",25y 343d,116 (45-2-69 39.66%),10 (0.09),←,
5,"Jones, Austinn",25y 317d,154 (61-2-91 40.26%),108 (0.70),←,
15,"Lawrence, Steven",26y 84d,104 (45-3-56 44.71%),51 (0.49),23 (5-1-17 23.91%),8 (0.35)
23,"Loewe, Stewart",34y 80d,319 (135-2-182 42.63%),592 (1.86),←,
31,"Maguire, Matt",18y 73d,9 (2-0-7 22.22%),1 (0.11),←,
44,"Milne, Stephen",22y 156d,35 (8-1-26 24.29%),71 (2.03),←,
43,"Moyle, Brett",22y 133d,36 (8-0-28 22.22%),10 (0.28),←,
1,"Peckett, Justin",29y 310d,186 (75-2-109 40.86%),28 (0.15),←,
12,"Riewoldt, Nick",19y 298d,25 (6-1-18 26.00%),16 (0.64),←,
40,"Schwarze, Troy",20y 231d,26 (6-1-19 25.00%),6 (0.23),←,
4,"Thompson, Andrew",29y 294d,128 (49-2-77 39.06%),75 (0.59),←,
13,"Voss, Brett",24y 170d,73 (28-2-43 39.73%),27 (0.37),38 (9-1-28 25.00%),16 (0.42)
30,"Wulf, Daniel",22y 84d,21 (3-1-17 16.67%),11 (0.52),←,
Totals,Totals,24y 134d,1985 (757-29-1199 38.14%),1737 (0.88),,
C,"Thomas, Grant",44y 178d,26 (6-1-19 25.00%),,←,
