Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",24y 61d,35 (10-1-24 30.00%),13 (0.37),←,
17,"Blease, Sam",21y 189d,20 (5-0-15 25.00%),18 (0.90),←,
14,"Dunn, Lynden",25y 104d,98 (29-2-67 30.61%),87 (0.89),←,
8,"Frawley, James",23y 341d,100 (29-1-70 29.50%),3 (0.03),←,
20,"Garland, Colin",24y 120d,79 (21-2-56 27.85%),12 (0.15),←,
18,"Green, Brad",31y 166d,254 (106-3-145 42.32%),350 (1.38),←,
16,"Grimes, Jack",23y 107d,52 (13-2-37 26.92%),4 (0.08),←,
38,"Howe, Jeremy",22y 58d,34 (9-0-25 26.47%),37 (1.09),←,
39,"Jetta, Neville",22y 196d,35 (8-2-25 25.71%),19 (0.54),←,
2,"Jones, Nathan",24y 219d,134 (35-3-96 27.24%),67 (0.50),←,
28,"Macdonald, Joel",27y 321d,122 (60-2-60 50.00%),6 (0.05),42 (15-1-26 36.90%),
25,"McDonald, Tom",19y 343d,21 (5-0-16 23.81%),,←,
13,"McKenzie, Jordie",22y 66d,56 (16-1-39 29.46%),7 (0.13),←,
26,"Nicholson, Daniel",21y 298d,19 (6-0-13 31.58%),2 (0.11),←,
27,"Rivers, Jared",27y 313d,149 (54-3-92 37.25%),18 (0.12),←,
30,"Sellar, James",23y 155d,36 (15-0-21 41.67%),11 (0.31),15 (4-0-11 26.67%),8 (0.53)
42,"Spencer, Jake",22y 322d,16 (2-0-14 12.50%),2 (0.13),←,
19,"Strauss, James",22y 73d,18 (6-0-12 33.33%),,←,
12,"Sylvia, Colin",26y 292d,137 (46-2-89 34.31%),120 (0.88),←,
35,"Tapscott, Luke",21y 59d,28 (8-1-19 30.36%),4 (0.14),←,
9,"Trengove, Jack",20y 359d,58 (18-2-38 32.76%),29 (0.50),←,
4,"Watts, Jack",21y 153d,54 (16-2-36 31.48%),38 (0.70),←,
Totals,Totals,23y 263d,1555 (517-29-1009 33.25%),847 (0.54),,
C,"Neeld, Mark",41y 44d,21 (4-0-17 19.05%),,←,
