Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",23y 24d,98 (54-3-41 56.63%),94 (0.96),60 (31-2-27 53.33%),50 (0.83)
10,"Ashcroft, Marcus",28y 176d,224 (87-4-133 39.73%),125 (0.56),72 (34-2-36 48.61%),41 (0.57)
20,"Black, Simon",20y 351d,33 (20-0-13 60.61%),23 (0.70),←,
26,"Bolton, Craig",19y 293d,2 (1-0-1 50.00%),1 (0.50),←,
36,"Bradshaw, Daniel",21y 119d,37 (15-1-21 41.89%),65 (1.76),34 (12-1-21 36.76%),65 (1.91)
30,"Carey, Stefan",24y 54d,47 (26-1-20 56.38%),23 (0.49),2 (1-0-1 50.00%),1 (0.50)
32,"Hart, Shaun",28y 307d,164 (68-2-94 42.07%),124 (0.76),62 (31-1-30 50.81%),43 (0.69)
19,"Headland, Des",19y 58d,4 (3-0-1 75.00%),5 (1.25),←,
31,"Heuskes, Adam",23y 365d,113 (60-2-51 53.98%),8 (0.07),27 (19-0-8 70.37%),1 (0.04)
41,"Kennedy, Matthew",30y 44d,173 (67-2-104 39.31%),29 (0.17),60 (28-1-31 47.50%),4 (0.07)
44,"Lappin, Nigel",23y 272d,129 (66-3-60 52.33%),89 (0.69),68 (34-2-32 51.47%),49 (0.72)
15,"Lawrence, Steven",23y 305d,66 (31-2-33 48.48%),40 (0.61),53 (25-2-26 49.06%),39 (0.74)
23,"Leppitsch, Justin",24y 170d,109 (54-3-52 50.92%),150 (1.38),65 (32-2-31 50.77%),92 (1.42)
11,"Lynch, Alastair",31y 274d,205 (88-2-115 43.41%),315 (1.54),53 (27-2-24 52.83%),53 (1.00)
17,"Martin, Michael",23y 23d,49 (27-1-21 56.12%),18 (0.37),1 (1-0-0 100.00%),
43,"McDonald, Beau",20y 137d,8 (5-0-3 62.50%),1 (0.13),←,
7,"Molloy, Jarrod",23y 312d,98 (33-1-64 34.18%),135 (1.38),39 (25-1-13 65.38%),81 (2.08)
6,"Power, Luke",20y 71d,27 (16-0-11 59.26%),22 (0.81),←,
22,"Scott, Chris",23y 321d,107 (55-2-50 52.34%),45 (0.42),52 (28-1-23 54.81%),22 (0.42)
13,"Voss, Brett",22y 26d,23 (12-1-10 54.35%),6 (0.26),←,
3,"Voss, Michael",24y 256d,130 (66-1-63 51.15%),109 (0.84),51 (28-0-23 54.90%),37 (0.73)
33,"White, Darryl",26y 281d,158 (72-4-82 46.84%),142 (0.90),68 (33-2-33 50.00%),36 (0.53)
Totals,Totals,24y 10d,2004 (926-35-1043 46.21%),1569 (0.78),,
C,"Matthews, Leigh",48y 18d,251 (144-5-102 58.37%),,27 (19-0-8 70.37%),
