Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",20y 317d,15 (8-0-7 53.33%),10 (0.67),←,
25,"Austin, Logan",20y 359d,4 (2-0-2 50.00%),,←,
1,"Boak, Travis",27y 335d,191 (88-1-102 46.34%),117 (0.61),←,
5,"Broadbent, Matthew",25y 335d,138 (61-1-76 44.57%),48 (0.35),←,
33,"Byrne-Jones, Darcy",20y 285d,12 (6-0-6 50.00%),3 (0.25),←,
17,"Clurey, Tom",22y 100d,10 (7-0-3 70.00%),,←,
22,"Dixon, Charlie",25y 282d,79 (26-1-52 33.54%),124 (1.57),14 (7-0-7 50.00%),30 (2.14)
7,"Ebert, Brad",26y 90d,183 (81-1-101 44.54%),96 (0.52),107 (53-1-53 50.00%),63 (0.59)
9,"Gray, Robbie",28y 93d,147 (67-0-80 45.58%),197 (1.34),←,
8,"Hartlett, Hamish",25y 322d,124 (56-1-67 45.56%),69 (0.56),←,
24,"Impey, Jarman",20y 358d,47 (26-0-21 55.32%),15 (0.32),←,
48,"Krakouer, Nathan",28y 57d,76 (35-0-41 46.05%),22 (0.29),63 (34-0-29 53.97%),14 (0.22)
2,"Mitchell, Kane",26y 213d,32 (17-0-15 53.13%),19 (0.59),←,
3,"Neade, Jake",22y 33d,48 (27-0-21 56.25%),42 (0.88),←,
13,"OShea, Cameron",24y 110d,78 (36-0-42 46.15%),7 (0.09),←,
29,"Pittard, Jasper",25y 91d,90 (48-0-42 53.33%),11 (0.12),←,
28,"Schulz, Jay",31y 74d,189 (80-3-106 43.12%),324 (1.71),118 (56-1-61 47.88%),266 (2.25)
12,"Trengove, Jackson",25y 242d,126 (52-1-73 41.67%),11 (0.09),←,
39,"Westhoff, Justin",29y 274d,195 (89-1-105 45.90%),245 (1.26),←,
16,"Wines, Ollie",21y 268d,76 (42-0-34 55.26%),34 (0.45),←,
20,"Wingard, Chad",22y 338d,101 (50-1-50 50.00%),174 (1.72),←,
40,"Young, Aaron",23y 208d,55 (27-1-27 50.00%),42 (0.76),←,
Totals,Totals,24y 317d,2016 (931-12-1073 46.18%),1610 (0.80),,
C,"Hinkley, Ken",49y 275d,84 (48-0-36 57.14%),,←,
