Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",30y 69d,160 (63-1-96 39.69%),121 (0.76),105 (56-0-49 53.33%),108 (1.03)
10,"Bateman, Chance",23y 312d,48 (19-0-29 39.58%),16 (0.33),←,
20,"Beaumont, Simon",29y 137d,178 (77-0-101 43.26%),101 (0.57),26 (5-0-21 19.23%),12 (0.46)
30,"Brown, Campbell",21y 244d,46 (15-0-31 32.61%),26 (0.57),←,
25,"Clarke, Tim",23y 27d,52 (23-0-29 44.23%),14 (0.27),←,
9,"Crawford, Shane",30y 232d,238 (116-2-120 49.16%),188 (0.79),←,
24,"Croad, Trent",25y 51d,149 (69-1-79 46.64%),147 (0.99),111 (49-1-61 44.59%),87 (0.78)
19,"Dixon, Ben",27y 319d,147 (74-1-72 50.68%),195 (1.33),←,
1,"Everitt, Peter",30y 361d,222 (85-2-135 38.74%),352 (1.59),42 (12-0-30 28.57%),52 (1.24)
38,"Franklin, Lance",18y 89d,6 (1-0-5 16.67%),6 (1.00),←,
3,"Hay, Jonathan",25y 259d,134 (61-1-72 45.90%),12 (0.09),←,
15,"Hodge, Luke",20y 318d,51 (21-0-30 41.18%),36 (0.71),←,
40,"Lewis, Jordan",19y 5d,4 (1-0-3 25.00%),,←,
14,"Miller, Harry",19y 322d,6 (1-0-5 16.67%),3 (0.50),←,
5,"Mitchell, Sam",22y 199d,55 (22-0-33 40.00%),11 (0.20),←,
7,"Osborne, Michael",22y 274d,43 (13-0-30 30.23%),9 (0.21),←,
16,"Ries, Nick",22y 289d,62 (26-0-36 41.94%),15 (0.24),←,
11,"Smith, Joel",27y 361d,169 (78-1-90 46.45%),84 (0.50),111 (49-1-61 44.59%),33 (0.30)
43,"Taylor, Simon",22y 254d,4 (1-0-3 25.00%),,←,
33,"Thurgood, Josh",19y 328d,5 (0-0-5 0.00%),1 (0.20),←,
21,"Vandenberg, Richard",28y 105d,105 (46-1-58 44.29%),49 (0.47),←,
6,"Williams, Mark",22y 16d,39 (11-0-28 28.21%),63 (1.62),←,
Totals,Totals,24y 125d,1923 (823-10-1090 42.80%),1449 (0.75),,
C,"Clarkson, Alastair",37y 2d,6 (1-0-5 16.67%),,←,
